,Ma_Tinh,Ten_Huyen,So_Diem_Chay,Nam
807,15,Văn Yên,16,2013
808,15,Yên Bình,12,2013
809,15,Văn Chấn,14,2014
810,15,Lục Yên,3,2014
811,15,Trạm Tấu,26,2014
812,15,Trấn Yên,12,2014
813,15,Mù Cang Chải,38,2014
814,15,Văn Yên,22,2014
815,15,Yên Bình,7,2014
816,15,Văn Chấn,13,2015
817,15,Lục Yên,9,2015
818,15,Trạm Tấu,31,2015
819,15,Yên Bái,3,2015
820,15,Trấn Yên,17,2015
821,15,Mù Cang Chải,8,2015
822,15,Văn Yên,29,2015
823,15,Yên Bình,7,2015
824,15,Văn Chấn,7,2016
825,15,Lục Yên,6,2016
826,15,Trạm Tấu,18,2016
827,15,Yên Bái,1,2016
828,15,Trấn Yên,11,2016
829,15,Mù Cang Chải,37,2016
830,15,Văn Yên,6,2016
831,15,Yên Bình,1,2016
832,15,Văn Chấn,64,2017
833,15,Lục Yên,18,2017
834,15,Trạm Tấu,37,2017
835,15,Yên Bái,1,2017
836,15,Trấn Yên,40,2017
837,15,Mù Cang Chải,26,2017
838,15,TX. Nghĩa Lộ,2,2017
839,15,Văn Yên,80,2017
840,15,Yên Bình,35,2017
841,15,Văn Chấn,148,2018
842,15,Lục Yên,142,2018
843,15,Trạm Tấu,79,2018
844,15,Yên Bái,20,2018
845,15,Trấn Yên,142,2018
846,15,Mù Cang Chải,255,2018
847,15,TX. Nghĩa Lộ,2,2018
848,15,Văn Yên,199,2018
849,15,Yên Bình,243,2018
850,15,Văn Chấn,154,2019
851,15,Lục Yên,89,2019
852,15,Trạm Tấu,910,2019
853,15,Yên Bái,18,2019
854,15,Trấn Yên,91,2019
855,15,Mù Cang Chải,451,2019
856,15,TX. Nghĩa Lộ,3,2019
857,15,Văn Yên,238,2019
858,15,Yên Bình,235,2019
859,15,Văn Chấn,46,2020
860,15,Lục Yên,24,2020
861,15,Trạm Tấu,20,2020
862,15,Yên Bái,2,2020
863,15,Trấn Yên,19,2020
864,15,Mù Cang Chải,40,2020
865,15,Văn Yên,9,2020
866,15,Yên Bình,11,2020
867,17,Lương Sơn,2,2011
868,17,Lạc Sơn,2,2011
869,17,Mai Châu,5,2011
870,17,Yên Thủy,2,2011
871,17,Kim Bôi,2,2011
872,17,Tân Lạc,3,2011
873,17,Lạc Thủy,4,2011
874,17,Đà Bắc,16,2011
875,17,Lương Sơn,1,2012
876,17,Kỳ Sơn,1,2012
877,17,Lạc Sơn,2,2012
878,17,Mai Châu,7,2012
879,17,Yên Thủy,2,2012
880,17,Kim Bôi,5,2012
881,17,Tân Lạc,1,2012
882,17,Lạc Thủy,5,2012
883,17,Hòa Bình,3,2012
884,17,Đà Bắc,12,2012
885,17,Lương Sơn,2,2013
886,17,Lạc Sơn,13,2013
887,17,Mai Châu,4,2013
888,17,Cao Phong,1,2013
889,17,Yên Thủy,7,2013
890,17,Kim Bôi,2,2013
891,17,Tân Lạc,3,2013
892,17,Lạc Thủy,5,2013
893,17,Hòa Bình,1,2013
894,17,Đà Bắc,14,2013
895,17,Lương Sơn,6,2014
896,17,Kỳ Sơn,3,2014
897,17,Lạc Sơn,10,2014
898,17,Mai Châu,7,2014
899,17,Cao Phong,1,2014
900,17,Yên Thủy,5,2014
901,17,Lạc Thủy,8,2014
902,17,Kim Bôi,18,2014
903,17,Tân Lạc,6,2014
904,17,Hòa Bình,1,2014
905,17,Đà Bắc,13,2014
906,17,Lương Sơn,4,2015
907,17,Kỳ Sơn,6,2015
908,17,Lạc Sơn,28,2015
909,17,Mai Châu,10,2015
910,17,Cao Phong,7,2015
911,17,Yên Thủy,8,2015
912,17,Kim Bôi,6,2015
913,17,Tân Lạc,15,2015
914,17,Lạc Thủy,4,2015
915,17,Hòa Bình,2,2015
916,17,Đà Bắc,16,2015
917,17,Lương Sơn,11,2016
918,17,Kỳ Sơn,7,2016
919,17,Lạc Sơn,8,2016
920,17,Mai Châu,17,2016
921,17,Cao Phong,4,2016
922,17,Yên Thủy,10,2016
923,17,Kim Bôi,15,2016
924,17,Tân Lạc,12,2016
925,17,Lạc Thủy,15,2016
926,17,Hòa Bình,4,2016
927,17,Đà Bắc,38,2016
928,17,Lương Sơn,32,2017
929,17,Kỳ Sơn,13,2017
930,17,Lạc Sơn,14,2017
931,17,Mai Châu,58,2017
932,17,Cao Phong,5,2017
933,17,Yên Thủy,11,2017
934,17,Kim Bôi,23,2017
935,17,Tân Lạc,20,2017
936,17,Lạc Thủy,10,2017
937,17,Hòa Bình,7,2017
938,17,Đà Bắc,53,2017
939,17,Lương Sơn,107,2018
940,17,Kỳ Sơn,30,2018
941,17,Lạc Sơn,150,2018
942,17,Mai Châu,276,2018
943,17,Cao Phong,23,2018
944,17,Yên Thủy,76,2018
945,17,Kim Bôi,190,2018
946,17,Lạc Thủy,79,2018
947,17,Tân Lạc,89,2018
948,17,Hòa Bình,14,2018
949,17,Đà Bắc,191,2018
950,17,Lương Sơn,43,2019
951,17,Kỳ Sơn,34,2019
952,17,Lạc Sơn,112,2019
953,17,Mai Châu,502,2019
954,17,Cao Phong,30,2019
955,17,Yên Thủy,74,2019
956,17,Kim Bôi,134,2019
957,17,Lạc Thủy,52,2019
958,17,Tân Lạc,52,2019
959,17,Hòa Bình,14,2019
960,17,Đà Bắc,196,2019
961,17,Lương Sơn,7,2020
962,17,Kỳ Sơn,12,2020
963,17,Lạc Sơn,46,2020
964,17,Mai Châu,9,2020
965,17,Cao Phong,2,2020
966,17,Yên Thủy,66,2020
967,17,Kim Bôi,27,2020
968,17,Lạc Thủy,26,2020
969,17,Tân Lạc,9,2020
970,17,Hòa Bình,2,2020
971,17,Đà Bắc,123,2020
972,19,Phổ Yên,3,2011
973,19,Phú Lương,1,2011
974,19,Võ Nhai,10,2011
975,19,Định Hóa,4,2011
976,19,Đồng Hỷ,8,2011
977,19,Phú Bình,1,2011
978,19,Phú Lương,1,2012
979,19,Võ Nhai,9,2012
980,19,Đại Từ,3,2012
981,19,Định Hóa,9,2012
982,19,Đồng Hỷ,10,2012
983,19,Phú Bình,1,2012
984,19,Phổ Yên,2,2013
985,19,Phú Lương,4,2013
986,19,Sông Công,1,2013
987,19,Võ Nhai,14,2013
988,19,Đại Từ,3,2013
989,19,Định Hóa,6,2013
990,19,Đồng Hỷ,12,2013
991,19,Phổ Yên,1,2014
992,19,Phú Lương,1,2014
993,19,Thái Nguyên,2,2014
994,19,Võ Nhai,8,2014
995,19,Đại Từ,1,2014
996,19,Định Hóa,6,2014
997,19,Đồng Hỷ,10,2014
998,19,Phú Bình,1,2014
999,19,Phổ Yên,1,2015
1000,19,Phú Lương,1,2015
1001,19,Thái Nguyên,1,2015
1002,19,Võ Nhai,11,2015
1003,19,Định Hóa,15,2015
1004,19,Đồng Hỷ,13,2015
1005,19,Phổ Yên,2,2016
1006,19,Phú Lương,13,2016
1007,19,Sông Công,2,2016
1008,19,Võ Nhai,100,2016
1009,19,Đại Từ,6,2016
1010,19,Định Hóa,44,2016
1011,19,Đồng Hỷ,27,2016
1012,19,Phổ Yên,39,2017
1013,19,Phú Lương,19,2017
1014,19,Thái Nguyên,34,2017
1015,19,Sông Công,7,2017
1016,19,Võ Nhai,120,2017
1017,19,Đại Từ,22,2017
1018,19,Định Hóa,62,2017
1019,19,Đồng Hỷ,42,2017
1020,19,Phú Bình,12,2017
1021,19,Phổ Yên,59,2018
1022,19,Phú Lương,70,2018
1023,19,Thái Nguyên,45,2018
1024,19,Sông Công,19,2018
1025,19,Võ Nhai,499,2018
1026,19,Đại Từ,138,2018
1027,19,Định Hóa,230,2018
1028,19,Đồng Hỷ,92,2018
1029,19,Phú Bình,34,2018
1030,19,Phổ Yên,63,2019
1031,19,Phú Lương,46,2019
1032,19,Thái Nguyên,47,2019
1033,19,Sông Công,12,2019
1034,19,Võ Nhai,396,2019
1035,19,Đại Từ,79,2019
1036,19,Định Hóa,226,2019
1037,19,Đồng Hỷ,96,2019
1038,19,Phú Bình,15,2019
1039,19,Phổ Yên,11,2020
1040,19,Phú Lương,7,2020
1041,19,Thái Nguyên,7,2020
1042,19,Sông Công,5,2020
1043,19,Võ Nhai,60,2020
1044,19,Đại Từ,4,2020
1045,19,Định Hóa,32,2020
1046,19,Đồng Hỷ,13,2020
1047,20,Bình Gia,17,2011
1048,20,Tràng Định,6,2011
1049,20,Chi Lăng,2,2011
1050,20,Hữu Lũng,2,2011
1051,20,Đình Lập,17,2011
1052,20,Lộc Bình,2,2011
1053,20,Bắc Sơn,6,2011
1054,20,Bình Gia,6,2012
1055,20,Tràng Định,8,2012
1056,20,Hữu Lũng,3,2012
1057,20,Đình Lập,29,2012
1058,20,Lộc Bình,6,2012
1059,20,Bắc Sơn,7,2012
1060,20,Bình Gia,32,2013
1061,20,Tràng Định,42,2013
1062,20,Chi Lăng,1,2013
1063,20,Hữu Lũng,7,2013
1064,20,Đình Lập,13,2013
1065,20,Lộc Bình,2,2013
1066,20,Văn Quan,1,2013
1067,20,Bắc Sơn,10,2013
1068,20,Bình Gia,49,2014
1069,20,Tràng Định,27,2014
1070,20,Chi Lăng,6,2014
1071,20,Hữu Lũng,5,2014
1072,20,Đình Lập,20,2014
1073,20,Lộc Bình,7,2014
1074,20,Văn Lãng,1,2014
1075,20,Cao Lộc,1,2014
1076,20,Bắc Sơn,14,2014
1077,20,Bình Gia,22,2015
1078,20,Tràng Định,49,2015
1079,20,Chi Lăng,4,2015
1080,20,Đình Lập,41,2015
1081,20,Lộc Bình,9,2015
1082,20,Văn Quan,1,2015
1083,20,Bắc Sơn,8,2015
1084,20,Bình Gia,29,2016
1085,20,Tràng Định,50,2016
1086,20,Chi Lăng,3,2016
1087,20,Hữu Lũng,8,2016
1088,20,Đình Lập,31,2016
1089,20,Lộc Bình,5,2016
1090,20,Văn Lãng,1,2016
1091,20,Bắc Sơn,9,2016
1092,20,Bình Gia,69,2017
1093,20,Tràng Định,133,2017
1094,20,Chi Lăng,40,2017
1095,20,Hữu Lũng,73,2017
1096,20,Đình Lập,149,2017
1097,20,Lộc Bình,26,2017
1098,20,Văn Lãng,13,2017
1099,20,Văn Quan,6,2017
1100,20,Lạng Sơn,2,2017
1101,20,Cao Lộc,17,2017
1102,20,Bắc Sơn,62,2017
1103,20,Bình Gia,902,2018
1104,20,Tràng Định,1891,2018
1105,20,Chi Lăng,152,2018
1106,20,Hữu Lũng,171,2018
1107,20,Đình Lập,436,2018
1108,20,Lộc Bình,105,2018
1109,20,Văn Lãng,40,2018
1110,20,Văn Quan,30,2018
1111,20,Lạng Sơn,1,2018
1112,20,Cao Lộc,51,2018
1113,20,Bắc Sơn,316,2018
1114,20,Bình Gia,1207,2019
1115,20,Tràng Định,463,2019
1116,20,Chi Lăng,65,2019
1117,20,Hữu Lũng,144,2019
1118,20,Đình Lập,336,2019
1119,20,Lộc Bình,84,2019
1120,20,Văn Lãng,57,2019
1121,20,Văn Quan,22,2019
1122,20,Lạng Sơn,2,2019
1123,20,Cao Lộc,40,2019
1124,20,Bắc Sơn,366,2019
1125,20,Bình Gia,48,2020
1126,20,Tràng Định,30,2020
1127,20,Chi Lăng,5,2020
1128,20,Hữu Lũng,28,2020
1129,20,Đình Lập,188,2020
1130,20,Lộc Bình,11,2020
1131,20,Văn Lãng,4,2020
1132,20,Văn Quan,3,2020
1133,20,Lạng Sơn,1,2020
1134,20,Cao Lộc,8,2020
1135,20,Bắc Sơn,30,2020
1136,22,Đông Triều,5,2011
1137,22,Hòn Nhà Đèn,2,2011
1138,22,TX. Quảng Yên,2,2011
1139,22,Đầm Hà,4,2011
1140,22,Hạ Long,5,2011
1141,22,Ba Chẽ,27,2011
1142,22,Hải Hà,7,2011
1143,22,Cẩm Phả,48,2011
1144,22,Uông Bí,2,2011
1145,22,Bình Liêu,2,2011
1146,22,Vân Đồn,11,2011
1147,22,Móng Cái,12,2011
1148,22,Tiên Yên,28,2011
1149,22,Hoành Bồ,37,2011
1150,22,Đông Triều,2,2012
1151,22,Đầm Hà,1,2012
1152,22,Hạ Long,1,2012
1153,22,Ba Chẽ,82,2012
1154,22,Hải Hà,4,2012
1155,22,Cẩm Phả,31,2012
1156,22,Uông Bí,1,2012
1157,22,Bình Liêu,5,2012
1158,22,Vân Đồn,11,2012
1159,22,Móng Cái,2,2012
1160,22,Tiên Yên,22,2012
1161,22,Hoành Bồ,32,2012
1162,22,Đông Triều,5,2013
1163,22,Hòn Nhà Đèn,1,2013
1164,22,TX. Quảng Yên,1,2013
1165,22,Đầm Hà,10,2013
1166,22,Hạ Long,5,2013
1167,22,Ba Chẽ,65,2013
1168,22,Hải Hà,16,2013
1169,22,Cẩm Phả,39,2013
1170,22,Uông Bí,5,2013
1171,22,Bình Liêu,5,2013
1172,22,Vân Đồn,24,2013
1173,22,Móng Cái,4,2013
1174,22,Tiên Yên,32,2013
1175,22,Hoành Bồ,67,2013
1176,22,Đông Triều,8,2014
1177,22,Hòn Nhà Đèn,5,2014
1178,22,TX. Quảng Yên,5,2014
1179,22,Đầm Hà,11,2014
1180,22,Hạ Long,4,2014
1181,22,Ba Chẽ,55,2014
1182,22,Hải Hà,35,2014
1183,22,Cẩm Phả,21,2014
1184,22,Uông Bí,21,2014
1185,22,Bình Liêu,12,2014
1186,22,Vân Đồn,28,2014
1187,22,Móng Cái,12,2014
1188,22,Tiên Yên,45,2014
1189,22,Hoành Bồ,49,2014
1190,22,Đông Triều,8,2015
1191,22,Đầm Hà,6,2015
1192,22,Ba Chẽ,92,2015
1193,22,Hải Hà,30,2015
1194,22,Cẩm Phả,29,2015
1195,22,Uông Bí,5,2015
1196,22,Bình Liêu,9,2015
1197,22,Vân Đồn,7,2015
1198,22,Móng Cái,7,2015
1199,22,Tiên Yên,30,2015
1200,22,Hoành Bồ,57,2015
1201,22,Đông Triều,5,2016
1202,22,Đầm Hà,3,2016
1203,22,Hạ Long,4,2016
1204,22,Ba Chẽ,34,2016
1205,22,Hải Hà,6,2016
1206,22,Cẩm Phả,16,2016
1207,22,Uông Bí,5,2016
1208,22,Bình Liêu,6,2016
1209,22,Vân Đồn,11,2016
1210,22,Móng Cái,9,2016
1211,22,Tiên Yên,27,2016
1212,22,Hoành Bồ,40,2016
1213,22,Đông Triều,44,2017
1214,22,Hòn Nhà Đèn,7,2017
1215,22,TX. Quảng Yên,7,2017
1216,22,Đầm Hà,14,2017
1217,22,Hạ Long,15,2017
1218,22,Ba Chẽ,212,2017
1219,22,Hải Hà,50,2017
1220,22,Cẩm Phả,69,2017
1221,22,Uông Bí,51,2017
1222,22,Bình Liêu,34,2017
1223,22,Vân Đồn,58,2017
1224,22,Móng Cái,67,2017
1225,22,Tiên Yên,118,2017
1226,22,Hoành Bồ,235,2017
1227,22,Đông Triều,131,2018
1228,22,Hòn Nhà Đèn,34,2018
1229,22,TX. Quảng Yên,34,2018
1230,22,Đầm Hà,243,2018
1231,22,Hạ Long,34,2018
1232,22,Ba Chẽ,804,2018
1233,22,Hải Hà,258,2018
1234,22,Cẩm Phả,285,2018
1235,22,Uông Bí,152,2018
1236,22,Bình Liêu,106,2018
1237,22,Vân Đồn,147,2018
1238,22,Móng Cái,364,2018
1239,22,Tiên Yên,440,2018
1240,22,Hoành Bồ,849,2018
1241,22,Đông Triều,77,2019
1242,22,Hòn Nhà Đèn,7,2019
1243,22,TX. Quảng Yên,7,2019
1244,22,Đầm Hà,134,2019
1245,22,Hạ Long,19,2019
1246,22,Ba Chẽ,1091,2019
1247,22,Hải Hà,203,2019
1248,22,Cẩm Phả,289,2019
1249,22,Uông Bí,43,2019
1250,22,Bình Liêu,123,2019
1251,22,Vân Đồn,93,2019
1252,22,Móng Cái,103,2019
1253,22,Tiên Yên,293,2019
1254,22,Hoành Bồ,478,2019
1255,22,Đông Triều,14,2020
1256,22,Hòn Nhà Đèn,5,2020
1257,22,TX. Quảng Yên,5,2020
1258,22,Đầm Hà,29,2020
1259,22,Hạ Long,9,2020
1260,22,Ba Chẽ,232,2020
1261,22,Hải Hà,85,2020
1262,22,Cẩm Phả,78,2020
1263,22,Uông Bí,20,2020
1264,22,Bình Liêu,40,2020
1265,22,Vân Đồn,73,2020
1266,22,Móng Cái,60,2020
1267,22,Tiên Yên,154,2020
1268,22,Hoành Bồ,193,2020
1269,24,Lục Nam,10,2011
1270,24,Lục Ngạn,4,2011
1271,24,Cấm Sơn,4,2011
1272,24,Sơn Động,20,2011
1273,24,Yên Dũng,2,2011
1274,24,Yên Thế,3,2011
1275,24,Lục Nam,3,2012
1276,24,Lục Ngạn,3,2012
1277,24,Cấm Sơn,3,2012
1278,24,Sơn Động,17,2012
1279,24,Yên Thế,4,2012
1280,24,Lục Nam,1,2013
1281,24,Lục Ngạn,3,2013
1282,24,Cấm Sơn,3,2013
1283,24,Sơn Động,16,2013
1284,24,Yên Dũng,2,2013
1285,24,Lạng Giang,1,2013
1286,24,Yên Thế,9,2013
1287,24,Lục Nam,9,2014
1288,24,Lục Ngạn,8,2014
1289,24,Cấm Sơn,8,2014
1290,24,Sơn Động,28,2014
1291,24,Yên Dũng,1,2014
1292,24,Lạng Giang,1,2014
1293,24,Yên Thế,4,2014
1294,24,Lục Nam,8,2015
1295,24,Lục Ngạn,16,2015
1296,24,Cấm Sơn,16,2015
1297,24,Sơn Động,35,2015
1298,24,Yên Thế,1,2015
1299,24,Lục Nam,44,2016
1300,24,Lục Ngạn,26,2016
1301,24,Cấm Sơn,26,2016
1302,24,Sơn Động,81,2016
1303,24,Yên Dũng,2,2016
1304,24,Lạng Giang,1,2016
1305,24,Yên Thế,16,2016
1306,24,Hiệp Hòa,9,2017
1307,24,Lục Nam,87,2017
1308,24,Lục Ngạn,100,2017
1309,24,Cấm Sơn,100,2017
1310,24,Sơn Động,152,2017
1311,24,Bắc Giang,11,2017
1312,24,Tân Yên,7,2017
1313,24,Yên Dũng,33,2017
1314,24,Lạng Giang,9,2017
1315,24,Việt Yên,39,2017
1316,24,Yên Thế,28,2017
1317,24,Hiệp Hòa,13,2018
1318,24,Lục Nam,220,2018
1319,24,Lục Ngạn,191,2018
1320,24,Cấm Sơn,191,2018
1321,24,Sơn Động,467,2018
1322,24,Bắc Giang,9,2018
1323,24,Tân Yên,15,2018
1324,24,Yên Dũng,58,2018
1325,24,Lạng Giang,35,2018
1326,24,Việt Yên,79,2018
1327,24,Yên Thế,117,2018
1328,24,Hiệp Hòa,5,2019
1329,24,Lục Nam,102,2019
1330,24,Lục Ngạn,158,2019
1331,24,Cấm Sơn,158,2019
1332,24,Sơn Động,363,2019
1333,24,Tân Yên,4,2019
1334,24,Bắc Giang,2,2019
1335,24,Yên Dũng,31,2019
1336,24,Lạng Giang,15,2019
1337,24,Việt Yên,14,2019
1338,24,Yên Thế,60,2019
1339,24,Lục Nam,19,2020
1340,24,Lục Ngạn,9,2020
1341,24,Cấm Sơn,9,2020
1342,24,Sơn Động,250,2020
1343,24,Bắc Giang,8,2020
1344,24,Yên Dũng,2,2020
1345,24,Việt Yên,9,2020
1346,24,Yên Thế,4,2020
1347,25,Hạ Hòa,1,2011
1348,25,Phù Ninh,1,2011
1349,25,Đoan Hùng,1,2011
1350,25,Thanh Sơn,12,2011
1351,25,Tân Sơn,2,2011
1352,25,Yên Lập,4,2011
1353,25,Thanh Ba,1,2011
1354,25,Hạ Hòa,4,2012
1355,25,Tam Nông,1,2012
1356,25,Thanh Sơn,13,2012
1357,25,Tân Sơn,6,2012
1358,25,Thanh Thủy,1,2012
1359,25,Yên Lập,6,2012
1360,25,Cẩm Khê,1,2013
1361,25,Hạ Hòa,7,2013
1362,25,Đoan Hùng,2,2013
1363,25,Thanh Sơn,32,2013
1364,25,Tân Sơn,17,2013
1365,25,Thanh Thủy,1,2013
1366,25,Yên Lập,3,2013
1367,25,Cẩm Khê,3,2014
1368,25,Hạ Hòa,1,2014
1369,25,Tam Nông,1,2014
1370,25,Đoan Hùng,3,2014
1371,25,Thanh Sơn,14,2014
1372,25,Tân Sơn,9,2014
1373,25,Yên Lập,10,2014
1374,25,Thanh Ba,1,2014
1375,25,Cẩm Khê,1,2015
1376,25,Hạ Hòa,3,2015
1377,25,Tam Nông,1,2015
1378,25,Phù Ninh,1,2015
1379,25,Đoan Hùng,2,2015
1380,25,Thanh Sơn,12,2015
1381,25,Tân Sơn,18,2015
1382,25,Thanh Thủy,1,2015
1383,25,Yên Lập,6,2015
1384,25,Cẩm Khê,3,2016
1385,25,Hạ Hòa,12,2016
1386,25,Tam Nông,1,2016
1387,25,Đoan Hùng,9,2016
1388,25,Thanh Sơn,45,2016
1389,25,Tân Sơn,36,2016
1390,25,Thanh Thủy,2,2016
1391,25,Yên Lập,34,2016
1392,25,Thanh Ba,1,2016
1393,25,Cẩm Khê,5,2017
1394,25,Hạ Hòa,29,2017
1395,25,Tam Nông,10,2017
1396,25,Phù Ninh,4,2017
1397,25,Đoan Hùng,17,2017
1398,25,Thanh Sơn,62,2017
1399,25,Lâm Thao,1,2017
1400,25,Tân Sơn,46,2017
1401,25,Thanh Thủy,5,2017
1402,25,TX. Phú Thọ,6,2017
1403,25,Việt Trì,13,2017
1404,25,Yên Lập,33,2017
1405,25,Thanh Ba,13,2017
1406,25,Cẩm Khê,36,2018
1407,25,Hạ Hòa,39,2018
1408,25,Tam Nông,17,2018
1409,25,Phù Ninh,23,2018
1410,25,Đoan Hùng,16,2018
1411,25,Thanh Sơn,357,2018
1412,25,Lâm Thao,4,2018
1413,25,Tân Sơn,210,2018
1414,25,Thanh Thủy,7,2018
1415,25,TX. Phú Thọ,18,2018
1416,25,Việt Trì,50,2018
1417,25,Yên Lập,85,2018
1418,25,Thanh Ba,36,2018
1419,25,Cẩm Khê,11,2019
1420,25,Hạ Hòa,30,2019
1421,25,Tam Nông,14,2019
1422,25,Phù Ninh,2,2019
1423,25,Đoan Hùng,10,2019
1424,25,Thanh Sơn,191,2019
1425,25,Lâm Thao,7,2019
1426,25,Tân Sơn,83,2019
1427,25,Thanh Thủy,18,2019
1428,25,TX. Phú Thọ,2,2019
1429,25,Việt Trì,16,2019
1430,25,Yên Lập,41,2019
1431,25,Thanh Ba,12,2019
1432,25,Hạ Hòa,29,2020
1433,25,Đoan Hùng,1,2020
1434,25,Thanh Sơn,84,2020
1435,25,Tân Sơn,16,2020
1436,25,Việt Trì,6,2020
1437,25,Yên Lập,51,2020
1438,25,Thanh Ba,1,2020
1439,26,Lập Thạch,1,2011
1440,26,Bình Xuyên,1,2012
1441,26,Tam Đảo,3,2013
1442,26,Bình Xuyên,1,2013
1443,26,Lập Thạch,1,2013
1444,26,TX. Phúc Yên,1,2013
1445,26,Tam Đảo,2,2014
1446,26,Bình Xuyên,1,2014
1447,26,Lập Thạch,2,2014
1448,26,Sông Lô,1,2015
1449,26,Tam Đảo,1,2015
1450,26,Bình Xuyên,1,2015
1451,26,Sông Lô,2,2016
1452,26,Tam Đảo,5,2016
1453,26,Bình Xuyên,2,2016
1454,26,Lập Thạch,1,2016
1455,26,TX. Phúc Yên,4,2016
1456,26,Tam Dương,2,2017
1457,26,Vĩnh Tường,15,2017
1458,26,Sông Lô,4,2017
1459,26,Vĩnh Yên,9,2017
1460,26,Tam Đảo,13,2017
1461,26,Bình Xuyên,11,2017
1462,26,Yên Lạc,12,2017
1463,26,Lập Thạch,7,2017
1464,26,TX. Phúc Yên,20,2017
1465,26,Vĩnh Tường,12,2018
1466,26,Tam Dương,8,2018
1467,26,Sông Lô,6,2018
1468,26,Vĩnh Yên,19,2018
1469,26,Tam Đảo,15,2018
1470,26,Bình Xuyên,31,2018
1471,26,Lập Thạch,14,2018
1472,26,Yên Lạc,4,2018
1473,26,TX. Phúc Yên,80,2018
1474,26,Tam Dương,7,2019
1475,26,Vĩnh Tường,6,2019
1476,26,Sông Lô,7,2019
1477,26,Vĩnh Yên,11,2019
1478,26,Tam Đảo,30,2019
1479,26,Bình Xuyên,13,2019
1480,26,Lập Thạch,12,2019
1481,26,Yên Lạc,5,2019
1482,26,TX. Phúc Yên,4,2019
1483,26,Vĩnh Tường,1,2020
1484,26,Vĩnh Yên,3,2020
1485,26,Bình Xuyên,5,2020
1486,26,Yên Lạc,1,2020
1487,26,TX. Phúc Yên,2,2020
1488,27,Bắc Ninh,1,2011
1489,27,Bắc Ninh,1,2012
1490,27,Bắc Ninh,1,2013
1491,27,Bắc Ninh,1,2014
1492,27,Bắc Ninh,1,2015
1493,27,Bắc Ninh,1,2016
1494,27,Bắc Ninh,24,2017
1495,27,TX. Từ Sơn,10,2017
1496,27,Lương Tài,4,2017
1497,27,Gia Bình,7,2017
1498,27,Tiên Du,47,2017
1499,27,Quế Võ,23,2017
1500,27,Yên Phong,87,2017
1501,27,Thuận Thành,9,2017
1502,27,Bắc Ninh,48,2018
1503,27,TX. Từ Sơn,57,2018
1504,27,Gia Bình,6,2018
1505,27,Lương Tài,19,2018
1506,27,Tiên Du,53,2018
1507,27,Quế Võ,45,2018
1508,27,Thuận Thành,27,2018
1509,27,Yên Phong,185,2018
1510,27,Bắc Ninh,15,2019
1511,27,Gia Bình,2,2019
1512,27,TX. Từ Sơn,10,2019
1513,27,Lương Tài,4,2019
1514,27,Quế Võ,39,2019
1515,27,Tiên Du,29,2019
1516,27,Yên Phong,186,2019
1517,27,Thuận Thành,3,2019
1518,27,Bắc Ninh,3,2020
1519,27,TX. Từ Sơn,2,2020
1520,27,Tiên Du,1,2020
1521,27,Quế Võ,2,2020
1522,27,Yên Phong,12,2020
1523,27,Thuận Thành,3,2020
1524,30,TX. Chí Linh,2,2011
1525,30,TX. Chí Linh,2,2012
1526,30,TX. Chí Linh,2,2013
1527,30,TX. Chí Linh,2,2014
1528,30,TX. Chí Linh,2,2015
1529,30,Kim Thành,3,2016
1530,30,Hải Dương,10,2016
1531,30,Ninh Giang,1,2016
1532,30,Nam Sách,5,2016
1533,30,Gia Lộc,2,2016
1534,30,Cẩm Giàng,22,2016
1535,30,Bình Giang,8,2016
1536,30,TX. Chí Linh,21,2016
1537,30,Kinh Môn,190,2016
1538,30,Tứ Kỳ,2,2016
1539,30,Kim Thành,3,2017
1540,30,Hải Dương,10,2017
1541,30,Ninh Giang,1,2017
1542,30,Nam Sách,5,2017
1543,30,Gia Lộc,2,2017
1544,30,Cẩm Giàng,22,2017
1545,30,Bình Giang,8,2017
1546,30,TX. Chí Linh,21,2017
1547,30,Kinh Môn,190,2017
1548,30,Tứ Kỳ,2,2017
1549,30,Kim Thành,14,2018
1550,30,Thanh Miện,5,2018
1551,30,Hải Dương,18,2018
1552,30,Ninh Giang,3,2018
1553,30,Nam Sách,6,2018
1554,30,Gia Lộc,4,2018
1555,30,Cẩm Giàng,27,2018
1556,30,Bình Giang,27,2018
1557,30,Thanh Hà,3,2018
1558,30,TX. Chí Linh,56,2018
1559,30,Kinh Môn,685,2018
1560,30,Tứ Kỳ,5,2018
1561,30,Kim Thành,5,2019
1562,30,Thanh Miện,2,2019
1563,30,Hải Dương,4,2019
1564,30,Ninh Giang,8,2019
1565,30,Nam Sách,3,2019
1566,30,Gia Lộc,5,2019
1567,30,Cẩm Giàng,16,2019
1568,30,Bình Giang,21,2019
1569,30,Thanh Hà,5,2019
1570,30,TX. Chí Linh,17,2019
1571,30,Kinh Môn,401,2019
1572,30,Tứ Kỳ,4,2019
1573,30,Thanh Miện,3,2020
1574,30,Hải Dương,1,2020
1575,30,Nam Sách,1,2020
1576,30,Cẩm Giàng,5,2020
1577,30,TX. Chí Linh,5,2020
1578,30,Kinh Môn,76,2020
1579,31,Thủy Nguyên,1,2011
1580,31,Thủy Nguyên,1,2012
1581,31,Thủy Nguyên,1,2013
1582,31,Thủy Nguyên,1,2014
1583,31,Thủy Nguyên,1,2015
1584,31,Thủy Nguyên,1,2016
1585,31,Q. Dương Kinh,12,2017
