Name,Year,Month,value
Đà Nẵng,2016,4,81.0
Qui Nhơn,2016,4,86.0
Pleiku,2016,4,68.0
Đà Lạt,2016,4,82.0
Nha Trang,2016,4,81.0
Vũng Tàu,2016,4,74.0
Cà Mau,2016,4,74.0
Lai Châu,2015,4,73.0
Sơn La,2015,4,70.0
Tuyên Quang,2015,4,76.0
Hà Nội,2015,4,78.0
Bãi Cháy,2015,4,84.0
Nam Định,2015,4,83.0
Vinh,2015,4,85.0
Huế,2015,4,87.0
Đà Nẵng,2015,4,83.0
Qui Nhơn,2015,4,83.0
Pleiku,2015,4,70.0
Đà Lạt,2015,4,82.0
Nha Trang,2015,4,76.0
Vũng Tàu,2015,4,75.0
Cà Mau,2015,4,74.0
Lai Châu,2014,4,76.0
Sơn La,2014,4,75.0
Tuyên Quang,2014,4,86.0
Hà Nội,2014,4,88.0
Bãi Cháy,2014,4,87.0
Nam Định,2014,4,90.0
Vinh,2014,4,90.0
Huế,2014,4,85.0
Đà Nẵng,2014,4,83.0
Qui Nhơn,2014,4,83.0
Pleiku,2014,4,79.0
Đà Lạt,2014,4,90.0
Nha Trang,2014,4,78.0
Vũng Tàu,2014,4,74.0
Cà Mau,2014,4,76.0
Lai Châu,2013,4,79.0
Sơn La,2013,4,75.0
Tuyên Quang,2013,4,79.0
Hà Nội,2013,4,81.0
Bãi Cháy,2013,4,87.0
Nam Định,2013,4,87.0
Vinh,2013,4,86.0
Huế,2013,4,86.0
Đà Nẵng,2013,4,83.0
Qui Nhơn,2013,4,84.0
Pleiku,2013,4,77.0
Đà Lạt,2013,4,84.0
Nha Trang,2013,4,78.0
Vũng Tàu,2013,4,75.0
Cà Mau,2013,4,79.0
Lai Châu,2012,4,71.0
Sơn La,2012,4,71.0
Tuyên Quang,2012,4,78.0
Hà Nội,2012,4,79.0
Bãi Cháy,2012,4,85.0
Nam Định,2012,4,85.0
Vinh,2012,4,82.0
Huế,2012,4,83.0
Đà Nẵng,2012,4,80.0
Qui Nhơn,2012,4,81.0
Pleiku,2012,4,78.0
Đà Lạt,2012,4,85.0
Nha Trang,2012,4,82.0
Vũng Tàu,2012,4,79.0
Cà Mau,2012,4,78.0
Lai Châu,2011,4,78.0
Sơn La,2011,4,80.0
Tuyên Quang,2011,4,84.0
Hà Nội,2011,4,80.0
Bãi Cháy,2011,4,85.0
Nam Định,2011,4,84.0
Vinh,2011,4,86.0
Huế,2011,4,88.0
Đà Nẵng,2011,4,82.0
Qui Nhơn,2011,4,80.0
Pleiku,2011,4,71.0
Đà Lạt,2011,4,79.0
Nha Trang,2011,4,77.0
Vũng Tàu,2011,4,77.0
Cà Mau,2011,4,76.0
Lai Châu,2010,4,75.0
Sơn La,2010,4,76.0
Tuyên Quang,2010,4,80.0
Hà Nội,2010,4,85.0
Bãi Cháy,2010,4,89.0
Nam Định,2010,4,90.0
Vinh,2010,4,88.0
Huế,2010,4,87.0
Đà Nẵng,2010,4,83.0
Qui Nhơn,2010,4,81.0
Pleiku,2010,4,81.0
Đà Lạt,2010,4,84.0
Nha Trang,2010,4,78.0
Vũng Tàu,2010,4,79.0
Cà Mau,2010,4,82.0
Lai Châu,2009,4,76.0
Sơn La,2009,4,76.0
Tuyên Quang,2009,4,81.0
Hà Nội,2009,4,82.0
Bãi Cháy,2009,4,86.0
Nam Định,2009,4,89.0
Vinh,2009,4,85.0
Huế,2009,4,89.0
Đà Nẵng,2009,4,81.0
Qui Nhơn,2009,4,82.0
Pleiku,2009,4,81.0
Đà Lạt,2009,4,84.0
Nha Trang,2009,4,83.0
Vũng Tàu,2009,4,78.0
Cà Mau,2009,4,81.0
Lai Châu,2008,4,81.0
Sơn La,2008,4,78.0
Tuyên Quang,2008,4,84.0
Hà Nội,2008,4,84.0
Bãi Cháy,2008,4,84.0
Nam Định,2008,4,87.0
Vinh,2008,4,86.0
Huế,2008,4,87.0
Đà Nẵng,2008,4,82.0
Qui Nhơn,2008,4,79.0
Pleiku,2008,4,76.0
Đà Lạt,2008,4,83.0
Nha Trang,2008,4,81.0
Vũng Tàu,2008,4,75.0
Cà Mau,2008,4,79.0
Lai Châu,2007,4,74.0
Sơn La,2007,4,76.0
Tuyên Quang,2007,4,83.0
Hà Nội,2007,4,79.0
Bãi Cháy,2007,4,81.0
Nam Định,2007,4,84.0
Vinh,2007,4,85.0
Huế,2007,4,87.0
Đà Nẵng,2007,4,80.0
Qui Nhơn,2007,4,81.0
Pleiku,2007,4,74.0
Đà Lạt,2007,4,85.0
Nha Trang,2007,4,80.0
Vũng Tàu,2007,4,74.0
Cà Mau,2007,4,77.0
Lai Châu,2006,4,65.0
Sơn La,2006,4,75.0
Tuyên Quang,2006,4,80.0
Hà Nội,2006,4,80.0
Bãi Cháy,2006,4,86.0
Nam Định,2006,4,85.0
Vinh,2006,4,83.0
Huế,2006,4,85.0
Đà Nẵng,2006,4,81.0
Qui Nhơn,2006,4,80.0
Pleiku,2006,4,78.0
Đà Lạt,2006,4,86.0
Nha Trang,2006,4,80.0
Vũng Tàu,2006,4,74.0
Cà Mau,2006,4,79.0
Lai Châu,2005,4,75.0
Sơn La,2005,4,76.0
Tuyên Quang,2005,4,85.0
Hà Nội,2005,4,83.0
Bãi Cháy,2005,4,87.0
Nam Định,2005,4,88.0
Vinh,2005,4,85.0
Huế,2005,4,87.0
Đà Nẵng,2005,4,83.0
Qui Nhơn,2005,4,81.0
Pleiku,2005,4,75.0
Đà Lạt,2005,4,81.0
Nha Trang,2005,4,80.0
Vũng Tàu,2005,4,77.0
Cà Mau,2005,4,75.0
Lai Châu,2004,4,86.0
Sơn La,2004,4,80.0
Tuyên Quang,2004,4,84.0
Hà Nội,2004,4,85.0
Bãi Cháy,2004,4,88.0
Nam Định,2004,4,86.0
Vinh,2004,4,89.0
Huế,2004,4,89.0
Đà Nẵng,2004,4,84.0
Qui Nhơn,2004,4,80.0
Pleiku,2004,4,78.0
Đà Lạt,2004,4,88.0
Nha Trang,2004,4,80.0
Vũng Tàu,2004,4,77.0
Cà Mau,2004,4,76.0
Lai Châu,2003,4,72.0
Sơn La,2003,4,73.0
Tuyên Quang,2003,4,79.0
Hà Nội,2003,4,81.0
Bãi Cháy,2003,4,85.0
Nam Định,2003,4,85.0
Vinh,2003,4,86.0
Huế,2003,4,84.0
Đà Nẵng,2003,4,84.0
Qui Nhơn,2003,4,80.0
Pleiku,2003,4,75.0
Đà Lạt,2003,4,82.0
Nha Trang,2003,4,80.0
Vũng Tàu,2003,4,75.0
Cà Mau,2003,4,75.0
Lai Châu,2002,4,74.0
Sơn La,2002,4,71.0
Tuyên Quang,2002,4,80.0
Hà Nội,2002,4,82.0
Bãi Cháy,2002,4,84.0
Nam Định,2002,4,87.0
Vinh,2002,4,86.0
Huế,2002,4,85.0
Đà Nẵng,2002,4,84.0
Qui Nhơn,2002,4,79.0
Pleiku,2002,4,74.0
Đà Lạt,2002,4,81.0
Nha Trang,2002,4,77.0
Vũng Tàu,2002,4,77.0
Cà Mau,2002,4,73.0
Lai Châu,2019,5,80.0
Sơn La,2019,5,75.0
Tuyên Quang,2019,5,82.0
Hà Nội,2019,5,79.0
Bãi Cháy,2019,5,84.0
Nam Định,2019,5,85.0
Vinh,2019,5,79.0
Huế,2019,5,82.0
Đà Nẵng,2019,5,74.0
Qui Nhơn,2019,5,76.0
Pleiku,2019,5,82.0
Đà Lạt,2019,5,86.0
Nha Trang,2019,5,74.0
Vũng Tàu,2019,5,77.0
Cà Mau,2019,5,82.0
Lai Châu,2018,5,85.0
Sơn La,2018,5,81.0
Tuyên Quang,2018,5,79.0
Hà Nội,2018,5,75.0
Bãi Cháy,2018,5,83.0
Nam Định,2018,5,82.0
Vinh,2018,5,79.0
Huế,2018,5,82.0
Đà Nẵng,2018,5,79.0
Qui Nhơn,2018,5,81.0
Pleiku,2018,5,80.0
Đà Lạt,2018,5,85.0
Nha Trang,2018,5,76.0
Vũng Tàu,2018,5,77.0
Cà Mau,2018,5,80.0
Lai Châu,2017,5,79.0
Sơn La,2017,5,74.0
Tuyên Quang,2017,5,76.0
Hà Nội,2017,5,76.0
Bãi Cháy,2017,5,81.0
Nam Định,2017,5,82.0
Vinh,2017,5,84.0
Huế,2017,5,86.0
Đà Nẵng,2017,5,80.0
Qui Nhơn,2017,5,81.0
Pleiku,2017,5,84.0
Đà Lạt,2017,5,88.0
Nha Trang,2017,5,83.0
Vũng Tàu,2017,5,79.0
Cà Mau,2017,5,82.0
Lai Châu,2016,5,79.0
Sơn La,2016,5,77.0
Tuyên Quang,2016,5,80.0
Hà Nội,2016,5,77.0
Bãi Cháy,2016,5,84.0
Nam Định,2016,5,82.0
Vinh,2016,5,80.0
Huế,2016,5,82.0
Đà Nẵng,2016,5,78.0
Qui Nhơn,2016,5,80.0
Pleiku,2016,5,79.0
Đà Lạt,2016,5,85.0
Nha Trang,2016,5,79.0
Vũng Tàu,2016,5,74.0
Cà Mau,2016,5,79.0
Lai Châu,2015,5,72.0
Sơn La,2015,5,68.0
Tuyên Quang,2015,5,76.0
Hà Nội,2015,5,75.0
Bãi Cháy,2015,5,85.0
Nam Định,2015,5,79.0
Vinh,2015,5,72.0
Huế,2015,5,77.0
Đà Nẵng,2015,5,75.0
Qui Nhơn,2015,5,83.0
Pleiku,2015,5,80.0
Đà Lạt,2015,5,87.0
Nha Trang,2015,5,75.0
Vũng Tàu,2015,5,74.0
Cà Mau,2015,5,76.0
Lai Châu,2014,5,77.0
Sơn La,2014,5,75.0
Tuyên Quang,2014,5,77.0
Hà Nội,2014,5,77.0
Bãi Cháy,2014,5,82.0
Nam Định,2014,5,81.0
Vinh,2014,5,74.0
Huế,2014,5,78.0
Đà Nẵng,2014,5,75.0
Qui Nhơn,2014,5,80.0
Pleiku,2014,5,80.0
Đà Lạt,2014,5,87.0
Nha Trang,2014,5,77.0
Vũng Tàu,2014,5,76.0
Cà Mau,2014,5,81.0
Lai Châu,2013,5,82.0
Sơn La,2013,5,81.0
Tuyên Quang,2013,5,79.0
Hà Nội,2013,5,78.0
Bãi Cháy,2013,5,86.0
Nam Định,2013,5,83.0
Vinh,2013,5,75.0
Huế,2013,5,79.0
Đà Nẵng,2013,5,77.0
Qui Nhơn,2013,5,81.0
Pleiku,2013,5,80.0
Đà Lạt,2013,5,86.0
Nha Trang,2013,5,75.0
Vũng Tàu,2013,5,75.0
Cà Mau,2013,5,82.0
Lai Châu,2012,5,81.0
Sơn La,2012,5,75.0
Tuyên Quang,2012,5,79.0
Hà Nội,2012,5,77.0
Bãi Cháy,2012,5,83.0
Nam Định,2012,5,84.0
Vinh,2012,5,76.0
Huế,2012,5,80.0
Đà Nẵng,2012,5,75.0
Qui Nhơn,2012,5,75.0
Pleiku,2012,5,82.0
Đà Lạt,2012,5,86.0
Nha Trang,2012,5,78.0
Vũng Tàu,2012,5,79.0
Cà Mau,2012,5,83.0
Lai Châu,2011,5,81.0
Sơn La,2011,5,79.0
Tuyên Quang,2011,5,81.0
Hà Nội,2011,5,76.0
Bãi Cháy,2011,5,82.0
Nam Định,2011,5,81.0
Vinh,2011,5,79.0
Huế,2011,5,84.0
Đà Nẵng,2011,5,77.0
Qui Nhơn,2011,5,77.0
Pleiku,2011,5,83.0
Đà Lạt,2011,5,85.0
Nha Trang,2011,5,74.0
Vũng Tàu,2011,5,80.0
Cà Mau,2011,5,81.0
Lai Châu,2010,5,78.0
Sơn La,2010,5,78.0
Tuyên Quang,2010,5,80.0
Hà Nội,2010,5,81.0
Bãi Cháy,2010,5,86.0
Nam Định,2010,5,85.0
Vinh,2010,5,78.0
Huế,2010,5,79.0
Đà Nẵng,2010,5,77.0
Qui Nhơn,2010,5,79.0
Pleiku,2010,5,85.0
Đà Lạt,2010,5,88.0
Nha Trang,2010,5,75.0
Vũng Tàu,2010,5,84.0
Cà Mau,2010,5,87.0
Lai Châu,2009,5,81.0
Sơn La,2009,5,78.0
Tuyên Quang,2009,5,81.0
Hà Nội,2009,5,81.0
Bãi Cháy,2009,5,83.0
Nam Định,2009,5,86.0
Vinh,2009,5,83.0
Huế,2009,5,87.0
Đà Nẵng,2009,5,82.0
Qui Nhơn,2009,5,83.0
Pleiku,2009,5,85.0
Đà Lạt,2009,5,88.0
Nha Trang,2009,5,85.0
Vũng Tàu,2009,5,84.0
Cà Mau,2009,5,84.0
Lai Châu,2008,5,82.0
Sơn La,2008,5,79.0
Tuyên Quang,2008,5,80.0
Hà Nội,2008,5,79.0
Bãi Cháy,2008,5,80.0
Nam Định,2008,5,82.0
Vinh,2008,5,79.0
Huế,2008,5,85.0
Đà Nẵng,2008,5,81.0
Qui Nhơn,2008,5,77.0
Pleiku,2008,5,88.0
Đà Lạt,2008,5,90.0
Nha Trang,2008,5,80.0
Vũng Tàu,2008,5,80.0
Cà Mau,2008,5,85.0
Lai Châu,2007,5,76.0
Sơn La,2007,5,78.0
Tuyên Quang,2007,5,80.0
Hà Nội,2007,5,75.0
Bãi Cháy,2007,5,80.0
Nam Định,2007,5,83.0
Vinh,2007,5,79.0
Huế,2007,5,85.0
Đà Nẵng,2007,5,80.0
Qui Nhơn,2007,5,78.0
Pleiku,2007,5,84.0
Đà Lạt,2007,5,88.0
Nha Trang,2007,5,81.0
Vũng Tàu,2007,5,81.0
Cà Mau,2007,5,84.0
Lai Châu,2006,5,79.0
Sơn La,2006,5,79.0
Tuyên Quang,2006,5,80.0
Hà Nội,2006,5,78.0
Bãi Cháy,2006,5,81.0
Nam Định,2006,5,82.0
Vinh,2006,5,74.0
Huế,2006,5,80.0
Đà Nẵng,2006,5,77.0
Qui Nhơn,2006,5,76.0
Pleiku,2006,5,82.0
Đà Lạt,2006,5,87.0
Nha Trang,2006,5,76.0
Vũng Tàu,2006,5,76.0
Cà Mau,2006,5,82.0
Lai Châu,2005,5,72.0
Sơn La,2005,5,71.0
Tuyên Quang,2005,5,81.0
Hà Nội,2005,5,78.0
Bãi Cháy,2005,5,86.0
Nam Định,2005,5,82.0
Vinh,2005,5,72.0
Huế,2005,5,78.0
Đà Nẵng,2005,5,77.0
Qui Nhơn,2005,5,80.0
Pleiku,2005,5,81.0
Đà Lạt,2005,5,87.0
Nha Trang,2005,5,76.0
Vũng Tàu,2005,5,78.0
Cà Mau,2005,5,80.0
Lai Châu,2004,5,82.0
Sơn La,2004,5,83.0
Tuyên Quang,2004,5,82.0
Hà Nội,2004,5,82.0
Bãi Cháy,2004,5,84.0
Nam Định,2004,5,72.0
Vinh,2004,5,83.0
Huế,2004,5,83.0
Đà Nẵng,2004,5,80.0
Qui Nhơn,2004,5,77.0
Pleiku,2004,5,83.0
Đà Lạt,2004,5,89.0
Nha Trang,2004,5,79.0
Vũng Tàu,2004,5,78.0
Cà Mau,2004,5,81.0
Lai Châu,2003,5,79.0
Sơn La,2003,5,79.0
Tuyên Quang,2003,5,81.0
Hà Nội,2003,5,78.0
Bãi Cháy,2003,5,85.0
Nam Định,2003,5,85.0
Vinh,2003,5,80.0
Huế,2003,5,81.0
Đà Nẵng,2003,5,81.0
Qui Nhơn,2003,5,75.0
Pleiku,2003,5,86.0
Đà Lạt,2003,5,92.0
Nha Trang,2003,5,81.0
Vũng Tàu,2003,5,81.0
Cà Mau,2003,5,83.0
Lai Châu,2002,5,72.0
Sơn La,2002,5,85.0
Tuyên Quang,2002,5,83.0
Hà Nội,2002,5,81.0
Bãi Cháy,2002,5,85.0
Nam Định,2002,5,85.0
Vinh,2002,5,84.0
Huế,2002,5,84.0
Đà Nẵng,2002,5,78.0
Qui Nhơn,2002,5,76.0
Pleiku,2002,5,81.0
Đà Lạt,2002,5,84.0
Nha Trang,2002,5,76.0
Vũng Tàu,2002,5,76.0
Cà Mau,2002,5,76.0
Lai Châu,2019,6,88.0
Sơn La,2019,6,80.0
Tuyên Quang,2019,6,81.0
Hà Nội,2019,6,72.0
Bãi Cháy,2019,6,84.0
Nam Định,2019,6,77.0
Vinh,2019,6,65.0
Huế,2019,6,74.0
Đà Nẵng,2019,6,70.0
Qui Nhơn,2019,6,71.0
Pleiku,2019,6,87.0
Đà Lạt,2019,6,83.0
Nha Trang,2019,6,71.0
Vũng Tàu,2019,6,77.0
Cà Mau,2019,6,85.0
Lai Châu,2018,6,92.0
Sơn La,2018,6,85.0
Tuyên Quang,2018,6,80.0
Hà Nội,2018,6,71.0
Bãi Cháy,2018,6,82.0
Nam Định,2018,6,75.0
Vinh,2018,6,70.0
Huế,2018,6,80.0
Đà Nẵng,2018,6,74.0
Qui Nhơn,2018,6,72.0
Pleiku,2018,6,90.0
Đà Lạt,2018,6,86.0
Nha Trang,2018,6,78.0
Vũng Tàu,2018,6,79.0
Cà Mau,2018,6,84.0
Lai Châu,2017,6,87.0
Sơn La,2017,6,78.0
Tuyên Quang,2017,6,81.0
Hà Nội,2017,6,74.0
Bãi Cháy,2017,6,84.0
Nam Định,2017,6,80.0
Vinh,2017,6,74.0
Huế,2017,6,80.0
Đà Nẵng,2017,6,74.0
Qui Nhơn,2017,6,73.0
Pleiku,2017,6,88.0
Đà Lạt,2017,6,87.0
Nha Trang,2017,6,78.0
Vũng Tàu,2017,6,80.0
Cà Mau,2017,6,82.0
Lai Châu,2016,6,85.0
Sơn La,2016,6,80.0
Tuyên Quang,2016,6,74.0
Hà Nội,2016,6,70.0
Bãi Cháy,2016,6,82.0
Nam Định,2016,6,77.0
Vinh,2016,6,69.0
Huế,2016,6,80.0
Đà Nẵng,2016,6,74.0
Qui Nhơn,2016,6,75.0
Pleiku,2016,6,86.0
Đà Lạt,2016,6,87.0
Nha Trang,2016,6,76.0
Vũng Tàu,2016,6,78.0
Cà Mau,2016,6,84.0
Lai Châu,2015,6,82.0
Sơn La,2015,6,78.0
Tuyên Quang,2015,6,75.0
Hà Nội,2015,6,75.0
Bãi Cháy,2015,6,86.0
Nam Định,2015,6,76.0
Vinh,2015,6,69.0
Huế,2015,6,76.0
Đà Nẵng,2015,6,75.0
Qui Nhơn,2015,6,73.0
Pleiku,2015,6,85.0
Đà Lạt,2015,6,88.0
Nha Trang,2015,6,73.0
Vũng Tàu,2015,6,79.0
Cà Mau,2015,6,84.0
Lai Châu,2014,6,86.0
Sơn La,2014,6,84.0
Tuyên Quang,2014,6,82.0
Hà Nội,2014,6,80.0
Bãi Cháy,2014,6,84.0
Nam Định,2014,6,82.0
Vinh,2014,6,73.0
Huế,2014,6,72.0
Đà Nẵng,2014,6,70.0
Qui Nhơn,2014,6,68.0
Pleiku,2014,6,88.0
Đà Lạt,2014,6,88.0
Nha Trang,2014,6,73.0
Vũng Tàu,2014,6,82.0
Cà Mau,2014,6,85.0
Lai Châu,2013,6,84.0
Sơn La,2013,6,83.0
Tuyên Quang,2013,6,78.0
Hà Nội,2013,6,74.0
Bãi Cháy,2013,6,83.0
Nam Định,2013,6,79.0
Vinh,2013,6,71.0
Huế,2013,6,79.0
Đà Nẵng,2013,6,72.0
Qui Nhơn,2013,6,74.0
Pleiku,2013,6,86.0
Đà Lạt,2013,6,87.0
Nha Trang,2013,6,76.0
Vũng Tàu,2013,6,79.0
Cà Mau,2013,6,85.0
Lai Châu,2012,6,90.0
Sơn La,2012,6,80.0
Tuyên Quang,2012,6,81.0
Hà Nội,2012,6,74.0
Bãi Cháy,2012,6,83.0
Nam Định,2012,6,78.0
Vinh,2012,6,68.0
Huế,2012,6,76.0
Đà Nẵng,2012,6,69.0
Qui Nhơn,2012,6,60.0
Pleiku,2012,6,89.0
Đà Lạt,2012,6,86.0
Nha Trang,2012,6,77.0
Vũng Tàu,2012,6,79.0
Cà Mau,2012,6,82.0
Lai Châu,2011,6,88.0
Sơn La,2011,6,85.0
Tuyên Quang,2011,6,82.0
Hà Nội,2011,6,80.0
Bãi Cháy,2011,6,86.0
Nam Định,2011,6,80.0
Vinh,2011,6,70.0
Huế,2011,6,79.0
Đà Nẵng,2011,6,74.0
Qui Nhơn,2011,6,65.0
Pleiku,2011,6,91.0
Đà Lạt,2011,6,88.0
Nha Trang,2011,6,73.0
Vũng Tàu,2011,6,81.0
Cà Mau,2011,6,83.0
Lai Châu,2010,6,84.0
Sơn La,2010,6,81.0
Tuyên Quang,2010,6,79.0
Hà Nội,2010,6,74.0
Bãi Cháy,2010,6,83.0
Nam Định,2010,6,78.0
Vinh,2010,6,67.0
Huế,2010,6,78.0
Đà Nẵng,2010,6,77.0
Qui Nhơn,2010,6,79.0
Pleiku,2010,6,89.0
Đà Lạt,2010,6,87.0
Nha Trang,2010,6,77.0
Vũng Tàu,2010,6,88.0
Cà Mau,2010,6,85.0
Lai Châu,2009,6,86.0
Sơn La,2009,6,82.0
Tuyên Quang,2009,6,80.0
Hà Nội,2009,6,74.0
Bãi Cháy,2009,6,81.0
Nam Định,2009,6,79.0
Vinh,2009,6,64.0
Huế,2009,6,79.0
Đà Nẵng,2009,6,72.0
Qui Nhơn,2009,6,66.0
Pleiku,2009,6,89.0
Đà Lạt,2009,6,87.0
Nha Trang,2009,6,78.0
Vũng Tàu,2009,6,81.0
Cà Mau,2009,6,81.0
Lai Châu,2008,6,88.0
Sơn La,2008,6,88.0
Tuyên Quang,2008,6,82.0
Hà Nội,2008,6,81.0
Bãi Cháy,2008,6,87.0
Nam Định,2008,6,85.0
Vinh,2008,6,72.0
Huế,2008,6,79.0
Đà Nẵng,2008,6,77.0
Qui Nhơn,2008,6,76.0
Pleiku,2008,6,87.0
Đà Lạt,2008,6,88.0
Nha Trang,2008,6,78.0
Vũng Tàu,2008,6,79.0
Cà Mau,2008,6,86.0
Lai Châu,2007,6,82.0
Sơn La,2007,6,84.0
Tuyên Quang,2007,6,78.0
Hà Nội,2007,6,77.0
Bãi Cháy,2007,6,82.0
Nam Định,2007,6,78.0
Vinh,2007,6,71.0
Huế,2007,6,77.0
Đà Nẵng,2007,6,74.0
Qui Nhơn,2007,6,77.0
Pleiku,2007,6,87.0
Đà Lạt,2007,6,90.0
Nha Trang,2007,6,78.0
Vũng Tàu,2007,6,78.0
Cà Mau,2007,6,85.0
Lai Châu,2006,6,83.0
Sơn La,2006,6,84.0
Tuyên Quang,2006,6,82.0
Hà Nội,2006,6,75.0
Bãi Cháy,2006,6,85.0
Nam Định,2006,6,81.0
Vinh,2006,6,71.0
Huế,2006,6,73.0
Đà Nẵng,2006,6,73.0
Qui Nhơn,2006,6,75.0
Pleiku,2006,6,86.0
Đà Lạt,2006,6,91.0
Nha Trang,2006,6,75.0
Vũng Tàu,2006,6,79.0
Cà Mau,2006,6,86.0
Lai Châu,2005,6,82.0
Sơn La,2005,6,85.0
Tuyên Quang,2005,6,83.0
Hà Nội,2005,6,77.0
Bãi Cháy,2005,6,87.0
Nam Định,2005,6,77.0
Vinh,2005,6,66.0
Huế,2005,6,77.0
Đà Nẵng,2005,6,71.0
Qui Nhơn,2005,6,68.0
Pleiku,2005,6,88.0
Đà Lạt,2005,6,90.0
Nha Trang,2005,6,73.0
Vũng Tàu,2005,6,79.0
Cà Mau,2005,6,82.0
Lai Châu,2004,6,82.0
Sơn La,2004,6,83.0
Tuyên Quang,2004,6,81.0
Hà Nội,2004,6,75.0
Bãi Cháy,2004,6,83.0
Nam Định,2004,6,80.0
Vinh,2004,6,74.0
Huế,2004,6,80.0
Đà Nẵng,2004,6,76.0
Qui Nhơn,2004,6,68.0
Pleiku,2004,6,91.0
Đà Lạt,2004,6,90.0
Nha Trang,2004,6,76.0
Vũng Tàu,2004,6,80.0
Cà Mau,2004,6,84.0
Lai Châu,2003,6,79.0
Sơn La,2003,6,82.0
Tuyên Quang,2003,6,82.0
Hà Nội,2003,6,75.0
Bãi Cháy,2003,6,83.0
Nam Định,2003,6,78.0
Vinh,2003,6,70.0
Huế,2003,6,78.0
Đà Nẵng,2003,6,76.0
Qui Nhơn,2003,6,72.0
Pleiku,2003,6,90.0
Đà Lạt,2003,6,90.0
Nha Trang,2003,6,75.0
Vũng Tàu,2003,6,79.0
Cà Mau,2003,6,82.0
Lai Châu,2002,6,82.0
Sơn La,2002,6,87.0
Tuyên Quang,2002,6,84.0
Hà Nội,2002,6,80.0
Bãi Cháy,2002,6,86.0
Nam Định,2002,6,83.0
Vinh,2002,6,75.0
Huế,2002,6,81.0
Đà Nẵng,2002,6,78.0
Qui Nhơn,2002,6,72.0
Pleiku,2002,6,92.0
Đà Lạt,2002,6,90.0
Nha Trang,2002,6,75.0
Vũng Tàu,2002,6,82.0
Cà Mau,2002,6,84.0
Lai Châu,2019,7,90.0
Sơn La,2019,7,86.0
Tuyên Quang,2019,7,83.0
Hà Nội,2019,7,72.0
Bãi Cháy,2019,7,84.0
Nam Định,2019,7,77.0
Vinh,2019,7,68.0
Huế,2019,7,75.0
Đà Nẵng,2019,7,69.0
Qui Nhơn,2019,7,67.0
Pleiku,2019,7,90.0
Đà Lạt,2019,7,86.0
Nha Trang,2019,7,73.0
Vũng Tàu,2019,7,80.0
Cà Mau,2019,7,85.0
Lai Châu,2018,7,89.0
Sơn La,2018,7,86.0
Tuyên Quang,2018,7,83.0
Hà Nội,2018,7,74.0
Bãi Cháy,2018,7,85.0
Nam Định,2018,7,82.0
Vinh,2018,7,78.0
Huế,2018,7,84.0
Đà Nẵng,2018,7,75.0
Qui Nhơn,2018,7,65.0
Pleiku,2018,7,93.0
Đà Lạt,2018,7,89.0
Nha Trang,2018,7,76.0
Vũng Tàu,2018,7,80.0
Cà Mau,2018,7,86.0
Lai Châu,2017,7,87.0
Sơn La,2017,7,84.0
Tuyên Quang,2017,7,85.0
Hà Nội,2017,7,80.0
Bãi Cháy,2017,7,86.0
Nam Định,2017,7,84.0
Vinh,2017,7,79.0
Huế,2017,7,85.0
Đà Nẵng,2017,7,80.0
Qui Nhơn,2017,7,73.0
Pleiku,2017,7,92.0
Đà Lạt,2017,7,92.0
Nha Trang,2017,7,79.0
Vũng Tàu,2017,7,82.0
Cà Mau,2017,7,84.0
Lai Châu,2016,7,88.0
Sơn La,2016,7,84.0
Tuyên Quang,2016,7,79.0
Hà Nội,2016,7,74.0
Bãi Cháy,2016,7,86.0
Nam Định,2016,7,79.0
Vinh,2016,7,71.0
Huế,2016,7,80.0
Đà Nẵng,2016,7,75.0
Qui Nhơn,2016,7,79.0
Pleiku,2016,7,87.0
Đà Lạt,2016,7,87.0
Nha Trang,2016,7,76.0
Vũng Tàu,2016,7,79.0
Cà Mau,2016,7,84.0
Lai Châu,2015,7,84.0
Sơn La,2015,7,83.0
Tuyên Quang,2015,7,75.0
Hà Nội,2015,7,72.0
Bãi Cháy,2015,7,80.0
Nam Định,2015,7,76.0
Vinh,2015,7,71.0
Huế,2015,7,81.0
Đà Nẵng,2015,7,73.0
Qui Nhơn,2015,7,76.0
Pleiku,2015,7,89.0
Đà Lạt,2015,7,87.0
Nha Trang,2015,7,72.0
Vũng Tàu,2015,7,80.0
Cà Mau,2015,7,83.0
Lai Châu,2014,7,86.0
Sơn La,2014,7,85.0
Tuyên Quang,2014,7,82.0
Hà Nội,2014,7,81.0
Bãi Cháy,2014,7,85.0
Nam Định,2014,7,83.0
Vinh,2014,7,75.0
Huế,2014,7,80.0
Đà Nẵng,2014,7,78.0
Qui Nhơn,2014,7,68.0
Pleiku,2014,7,91.0
Đà Lạt,2014,7,90.0
Nha Trang,2014,7,74.0
Vũng Tàu,2014,7,82.0
Cà Mau,2014,7,85.0
Lai Châu,2013,7,90.0
Sơn La,2013,7,89.0
Tuyên Quang,2013,7,84.0
Hà Nội,2013,7,82.0
Bãi Cháy,2013,7,88.0
Nam Định,2013,7,86.0
Vinh,2013,7,80.0
Huế,2013,7,83.0
Đà Nẵng,2013,7,79.0
Qui Nhơn,2013,7,76.0
Pleiku,2013,7,88.0
Đà Lạt,2013,7,87.0
Nha Trang,2013,7,78.0
Vũng Tàu,2013,7,81.0
Cà Mau,2013,7,85.0
Lai Châu,2012,7,91.0
