,Name,Year,Month,value
767,Tuyên Quang,2010,4,24.7
768,Hà Nội,2010,4,23.5
769,Bãi Cháy,2010,4,22.6
770,Nam Định,2010,4,23.1
771,Vinh,2010,4,24.2
772,Huế,2010,4,26.1
773,Đà Nẵng,2010,4,26.9
774,Qui Nhơn,2010,4,28.3
775,Pleiku,2010,4,23.8
776,Đà Lạt,2010,4,19.4
777,Nha Trang,2010,4,28.4
778,Vũng Tàu,2010,4,29.3
779,Cà Mau,2010,4,28.9
780,Lai Châu,2009,4,25.2
781,Sơn La,2009,4,23.0
782,Tuyên Quang,2009,4,24.7
783,Hà Nội,2009,4,24.7
784,Bãi Cháy,2009,4,23.5
785,Nam Định,2009,4,23.9
786,Vinh,2009,4,25.0
787,Huế,2009,4,25.5
788,Đà Nẵng,2009,4,26.9
789,Qui Nhơn,2009,4,27.9
790,Pleiku,2009,4,23.8
791,Đà Lạt,2009,4,19.4
792,Nha Trang,2009,4,27.5
793,Vũng Tàu,2009,4,29.3
794,Cà Mau,2009,4,28.9
795,Lai Châu,2008,4,25.7
796,Sơn La,2008,4,23.9
797,Tuyên Quang,2008,4,24.7
798,Hà Nội,2008,4,24.7
799,Bãi Cháy,2008,4,24.1
800,Nam Định,2008,4,24.4
801,Vinh,2008,4,25.2
802,Huế,2008,4,25.9
803,Đà Nẵng,2008,4,27.0
804,Qui Nhơn,2008,4,28.3
805,Pleiku,2008,4,24.2
806,Đà Lạt,2008,4,18.9
807,Nha Trang,2008,4,27.6
808,Vũng Tàu,2008,4,29.1
809,Cà Mau,2008,4,28.7
810,Lai Châu,2007,4,24.0
811,Sơn La,2007,4,22.1
812,Tuyên Quang,2007,4,23.1
813,Hà Nội,2007,4,23.4
814,Bãi Cháy,2007,4,22.4
815,Nam Định,2007,4,23.1
816,Vinh,2007,4,24.0
817,Huế,2007,4,25.0
818,Đà Nẵng,2007,4,26.4
819,Qui Nhơn,2007,4,27.1
820,Pleiku,2007,4,24.2
821,Đà Lạt,2007,4,19.0
822,Nha Trang,2007,4,27.4
823,Vũng Tàu,2007,4,29.2
824,Cà Mau,2007,4,29.2
825,Lai Châu,2006,4,25.4
826,Sơn La,2006,4,23.9
827,Tuyên Quang,2006,4,25.6
828,Hà Nội,2006,4,25.4
829,Bãi Cháy,2006,4,24.2
830,Nam Định,2006,4,24.9
831,Vinh,2006,4,26.0
832,Huế,2006,4,26.5
833,Đà Nẵng,2006,4,26.9
834,Qui Nhơn,2006,4,28.1
835,Pleiku,2006,4,24.2
836,Đà Lạt,2006,4,18.9
837,Nha Trang,2006,4,28.1
838,Vũng Tàu,2006,4,29.5
839,Cà Mau,2006,4,29.0
840,Lai Châu,2019,5,24.7
841,Sơn La,2019,5,26.8
842,Tuyên Quang,2019,5,27.6
843,Hà Nội,2019,5,28.2
844,Bãi Cháy,2019,5,27.3
845,Nam Định,2019,5,27.7
846,Vinh,2019,5,29.7
847,Huế,2019,5,29.0
848,Đà Nẵng,2019,5,29.8
849,Qui Nhơn,2019,5,29.8
850,Pleiku,2019,5,25.2
851,Đà Lạt,2019,5,20.2
852,Nha Trang,2019,5,29.8
853,Vũng Tàu,2019,5,29.9
854,Cà Mau,2019,5,29.5
855,Lai Châu,2018,5,22.8
856,Sơn La,2018,5,24.7
857,Tuyên Quang,2018,5,28.5
858,Hà Nội,2018,5,29.5
859,Bãi Cháy,2018,5,28.7
860,Nam Định,2018,5,28.8
861,Vinh,2018,5,29.1
862,Huế,2018,5,28.2
863,Đà Nẵng,2018,5,28.9
864,Qui Nhơn,2018,5,29.5
865,Pleiku,2018,5,24.8
866,Đà Lạt,2018,5,19.9
867,Nha Trang,2018,5,29.4
868,Vũng Tàu,2018,5,29.8
869,Cà Mau,2018,5,29.3
870,Lai Châu,2017,5,22.3
871,Sơn La,2017,5,24.6
872,Tuyên Quang,2017,5,27.7
873,Hà Nội,2017,5,28.1
874,Bãi Cháy,2017,5,26.8
875,Nam Định,2017,5,27.1
876,Vinh,2017,5,27.5
877,Huế,2017,5,27.5
878,Đà Nẵng,2017,5,28.6
879,Qui Nhơn,2017,5,29.1
880,Pleiku,2017,5,24.6
881,Đà Lạt,2017,5,20.4
882,Nha Trang,2017,5,28.8
883,Vũng Tàu,2017,5,29.5
884,Cà Mau,2017,5,29.0
885,Lai Châu,2016,5,24.0
886,Sơn La,2016,5,25.6
887,Tuyên Quang,2016,5,28.0
888,Hà Nội,2016,5,28.8
889,Bãi Cháy,2016,5,27.6
890,Nam Định,2016,5,28.4
891,Vinh,2016,5,28.7
892,Huế,2016,5,28.5
893,Đà Nẵng,2016,5,28.7
894,Qui Nhơn,2016,5,29.4
895,Pleiku,2016,5,25.5
896,Đà Lạt,2016,5,20.5
897,Nha Trang,2016,5,29.7
898,Vũng Tàu,2016,5,30.6
899,Cà Mau,2016,5,29.9
900,Lai Châu,2015,5,25.2
901,Sơn La,2015,5,27.5
902,Tuyên Quang,2015,5,29.8
903,Hà Nội,2015,5,30.6
904,Bãi Cháy,2015,5,28.9
905,Nam Định,2015,5,30.0
906,Vinh,2015,5,31.7
907,Huế,2015,5,29.5
908,Đà Nẵng,2015,5,29.8
909,Qui Nhơn,2015,5,29.6
910,Pleiku,2015,5,25.2
911,Đà Lạt,2015,5,20.1
912,Nha Trang,2015,5,29.6
913,Vũng Tàu,2015,5,30.2
914,Cà Mau,2015,5,29.7
915,Lai Châu,2014,5,24.0
916,Sơn La,2014,5,25.8
917,Tuyên Quang,2014,5,28.9
918,Hà Nội,2014,5,29.3
919,Bãi Cháy,2014,5,28.1
920,Nam Định,2014,5,28.6
921,Vinh,2014,5,30.1
922,Huế,2014,5,29.3
923,Đà Nẵng,2014,5,29.3
924,Qui Nhơn,2014,5,29.0
925,Pleiku,2014,5,25.0
926,Đà Lạt,2014,5,19.9
927,Nha Trang,2014,5,29.2
928,Vũng Tàu,2014,5,30.3
929,Cà Mau,2014,5,29.4
930,Lai Châu,2013,5,22.9
931,Sơn La,2013,5,25.1
932,Tuyên Quang,2013,5,28.2
933,Hà Nội,2013,5,28.9
934,Bãi Cháy,2013,5,27.6
935,Nam Định,2013,5,28.5
936,Vinh,2013,5,29.6
937,Huế,2013,5,28.7
938,Đà Nẵng,2013,5,29.2
939,Qui Nhơn,2013,5,28.9
940,Pleiku,2013,5,24.8
941,Đà Lạt,2013,5,20.1
942,Nha Trang,2013,5,29.1
943,Vũng Tàu,2013,5,30.0
944,Cà Mau,2013,5,29.3
945,Lai Châu,2012,5,24.0
946,Sơn La,2012,5,26.1
947,Tuyên Quang,2012,5,28.8
948,Hà Nội,2012,5,28.9
949,Bãi Cháy,2012,5,28.4
950,Nam Định,2012,5,28.5
951,Vinh,2012,5,29.5
952,Huế,2012,5,28.4
953,Đà Nẵng,2012,5,29.3
954,Qui Nhơn,2012,5,29.7
955,Pleiku,2012,5,24.2
956,Đà Lạt,2012,5,19.7
957,Nha Trang,2012,5,28.8
958,Vũng Tàu,2012,5,29.1
959,Cà Mau,2012,5,28.2
960,Lai Châu,2011,5,26.1
961,Sơn La,2011,5,24.1
962,Tuyên Quang,2011,5,26.4
963,Hà Nội,2011,5,27.2
964,Bãi Cháy,2011,5,26.0
965,Nam Định,2011,5,26.6
966,Vinh,2011,5,27.4
967,Huế,2011,5,27.1
968,Đà Nẵng,2011,5,28.1
969,Qui Nhơn,2011,5,28.9
970,Pleiku,2011,5,23.8
971,Đà Lạt,2011,5,19.9
972,Nha Trang,2011,5,28.5
973,Vũng Tàu,2011,5,29.0
974,Cà Mau,2011,5,28.7
975,Lai Châu,2010,5,27.8
976,Sơn La,2010,5,26.3
977,Tuyên Quang,2010,5,26.8
978,Hà Nội,2010,5,28.7
979,Bãi Cháy,2010,5,27.3
980,Nam Định,2010,5,28.3
981,Vinh,2010,5,29.9
982,Huế,2010,5,29.3
983,Đà Nẵng,2010,5,29.4
984,Qui Nhơn,2010,5,29.9
985,Pleiku,2010,5,23.3
986,Đà Lạt,2010,5,19.3
987,Nha Trang,2010,5,29.9
988,Vũng Tàu,2010,5,28.2
989,Cà Mau,2010,5,28.2
990,Lai Châu,2009,5,26.4
991,Sơn La,2009,5,24.9
992,Tuyên Quang,2009,5,26.8
993,Hà Nội,2009,5,27.1
994,Bãi Cháy,2009,5,26.3
995,Nam Định,2009,5,26.8
996,Vinh,2009,5,27.2
997,Huế,2009,5,26.7
998,Đà Nẵng,2009,5,27.6
999,Qui Nhơn,2009,5,27.8
1000,Pleiku,2009,5,23.3
1001,Đà Lạt,2009,5,19.3
1002,Nha Trang,2009,5,27.3
1003,Vũng Tàu,2009,5,28.2
1004,Cà Mau,2009,5,28.3
1005,Lai Châu,2008,5,26.1
1006,Sơn La,2008,5,24.5
1007,Tuyên Quang,2008,5,27.0
1008,Hà Nội,2008,5,27.6
1009,Bãi Cháy,2008,5,26.9
1010,Nam Định,2008,5,27.1
1011,Vinh,2008,5,27.8
1012,Huế,2008,5,26.7
1013,Đà Nẵng,2008,5,27.7
1014,Qui Nhơn,2008,5,29.0
1015,Pleiku,2008,5,23.0
1016,Đà Lạt,2008,5,19.1
1017,Nha Trang,2008,5,27.8
1018,Vũng Tàu,2008,5,28.3
1019,Cà Mau,2008,5,27.9
1020,Lai Châu,2007,5,25.6
1021,Sơn La,2007,5,24.1
1022,Tuyên Quang,2007,5,26.6
1023,Hà Nội,2007,5,27.3
1024,Bãi Cháy,2007,5,26.4
1025,Nam Định,2007,5,26.6
1026,Vinh,2007,5,27.2
1027,Huế,2007,5,26.8
1028,Đà Nẵng,2007,5,28.1
1029,Qui Nhơn,2007,5,28.9
1030,Pleiku,2007,5,23.8
1031,Đà Lạt,2007,5,19.5
1032,Nha Trang,2007,5,27.9
1033,Vũng Tàu,2007,5,28.7
1034,Cà Mau,2007,5,28.4
1035,Lai Châu,2006,5,25.3
1036,Sơn La,2006,5,24.1
1037,Tuyên Quang,2006,5,26.7
1038,Hà Nội,2006,5,27.3
1039,Bãi Cháy,2006,5,26.5
1040,Nam Định,2006,5,27.4
1041,Vinh,2006,5,28.2
1042,Huế,2006,5,27.3
1043,Đà Nẵng,2006,5,27.6
1044,Qui Nhơn,2006,5,29.3
1045,Pleiku,2006,5,24.1
1046,Đà Lạt,2006,5,19.6
1047,Nha Trang,2006,5,29.4
1048,Vũng Tàu,2006,5,29.1
1049,Cà Mau,2006,5,28.4
1050,Lai Châu,2019,6,24.2
1051,Sơn La,2019,6,26.8
1052,Tuyên Quang,2019,6,30.1
1053,Hà Nội,2019,6,31.6
1054,Bãi Cháy,2019,6,29.9
1055,Nam Định,2019,6,31.3
1056,Vinh,2019,6,32.8
1057,Huế,2019,6,31.1
1058,Đà Nẵng,2019,6,31.4
1059,Qui Nhơn,2019,6,31.6
1060,Pleiku,2019,6,24.5
1061,Đà Lạt,2019,6,20.3
1062,Nha Trang,2019,6,30.8
1063,Vũng Tàu,2019,6,29.3
1064,Cà Mau,2019,6,28.5
1065,Lai Châu,2018,6,23.1
1066,Sơn La,2018,6,25.1
1067,Tuyên Quang,2018,6,29.2
1068,Hà Nội,2018,6,30.6
1069,Bãi Cháy,2018,6,29.4
1070,Nam Định,2018,6,30.4
1071,Vinh,2018,6,30.8
1072,Huế,2018,6,29.1
1073,Đà Nẵng,2018,6,29.8
1074,Qui Nhơn,2018,6,30.1
1075,Pleiku,2018,6,23.1
1076,Đà Lạt,2018,6,19.4
1077,Nha Trang,2018,6,28.8
1078,Vũng Tàu,2018,6,28.5
1079,Cà Mau,2018,6,28.1
1080,Lai Châu,2017,6,23.4
1081,Sơn La,2017,6,26.1
1082,Tuyên Quang,2017,6,29.2
1083,Hà Nội,2017,6,30.8
1084,Bãi Cháy,2017,6,29.1
1085,Nam Định,2017,6,29.8
1086,Vinh,2017,6,30.9
1087,Huế,2017,6,29.4
1088,Đà Nẵng,2017,6,30.3
1089,Qui Nhơn,2017,6,30.6
1090,Pleiku,2017,6,24.0
1091,Đà Lạt,2017,6,20.2
1092,Nha Trang,2017,6,29.5
1093,Vũng Tàu,2017,6,28.8
1094,Cà Mau,2017,6,28.7
1095,Lai Châu,2016,6,24.1
1096,Sơn La,2016,6,26.3
1097,Tuyên Quang,2016,6,30.5
1098,Hà Nội,2016,6,31.5
1099,Bãi Cháy,2016,6,29.8
1100,Nam Định,2016,6,30.7
1101,Vinh,2016,6,31.6
1102,Huế,2016,6,29.4
1103,Đà Nẵng,2016,6,30.1
1104,Qui Nhơn,2016,6,29.9
1105,Pleiku,2016,6,24.2
1106,Đà Lạt,2016,6,19.8
1107,Nha Trang,2016,6,28.9
1108,Vũng Tàu,2016,6,28.8
1109,Cà Mau,2016,6,28.3
1110,Lai Châu,2015,6,24.3
1111,Sơn La,2015,6,26.5
1112,Tuyên Quang,2015,6,30.2
1113,Hà Nội,2015,6,30.9
1114,Bãi Cháy,2015,6,29.7
1115,Nam Định,2015,6,30.8
1116,Vinh,2015,6,31.6
1117,Huế,2015,6,29.5
1118,Đà Nẵng,2015,6,29.8
1119,Qui Nhơn,2015,6,30.2
1120,Pleiku,2015,6,24.1
1121,Đà Lạt,2015,6,19.4
1122,Nha Trang,2015,6,29.5
1123,Vũng Tàu,2015,6,29.1
1124,Cà Mau,2015,6,28.2
1125,Lai Châu,2014,6,23.8
1126,Sơn La,2014,6,25.8
1127,Tuyên Quang,2014,6,29.4
1128,Hà Nội,2014,6,30.1
1129,Bãi Cháy,2014,6,29.3
1130,Nam Định,2014,6,29.9
1131,Vinh,2014,6,31.0
1132,Huế,2014,6,30.3
1133,Đà Nẵng,2014,6,30.8
1134,Qui Nhơn,2014,6,30.8
1135,Pleiku,2014,6,23.5
1136,Đà Lạt,2014,6,19.6
1137,Nha Trang,2014,6,29.4
1138,Vũng Tàu,2014,6,28.3
1139,Cà Mau,2014,6,28.2
1140,Lai Châu,2013,6,23.5
1141,Sơn La,2013,6,25.1
1142,Tuyên Quang,2013,6,29.0
1143,Hà Nội,2013,6,30.0
1144,Bãi Cháy,2013,6,28.3
1145,Nam Định,2013,6,29.3
1146,Vinh,2013,6,29.8
1147,Huế,2013,6,28.4
1148,Đà Nẵng,2013,6,29.6
1149,Qui Nhơn,2013,6,29.8
1150,Pleiku,2013,6,23.7
1151,Đà Lạt,2013,6,19.6
1152,Nha Trang,2013,6,28.8
1153,Vũng Tàu,2013,6,28.7
1154,Cà Mau,2013,6,28.2
1155,Lai Châu,2012,6,23.6
1156,Sơn La,2012,6,25.9
1157,Tuyên Quang,2012,6,29.4
1158,Hà Nội,2012,6,30.3
1159,Bãi Cháy,2012,6,29.1
1160,Nam Định,2012,6,30.0
1161,Vinh,2012,6,30.6
1162,Huế,2012,6,29.2
1163,Đà Nẵng,2012,6,30.6
1164,Qui Nhơn,2012,6,31.2
1165,Pleiku,2012,6,23.0
1166,Đà Lạt,2012,6,19.3
1167,Nha Trang,2012,6,29.8
1168,Vũng Tàu,2012,6,28.5
1169,Cà Mau,2012,6,28.4
1170,Lai Châu,2011,6,27.2
1171,Sơn La,2011,6,25.5
1172,Tuyên Quang,2011,6,29.0
1173,Hà Nội,2011,6,29.5
1174,Bãi Cháy,2011,6,28.9
1175,Nam Định,2011,6,29.6
1176,Vinh,2011,6,30.5
1177,Huế,2011,6,28.7
1178,Đà Nẵng,2011,6,29.3
1179,Qui Nhơn,2011,6,30.5
1180,Pleiku,2011,6,22.5
1181,Đà Lạt,2011,6,19.3
1182,Nha Trang,2011,6,28.8
1183,Vũng Tàu,2011,6,28.3
1184,Cà Mau,2011,6,28.0
1185,Lai Châu,2010,6,27.3
1186,Sơn La,2010,6,26.1
1187,Tuyên Quang,2010,6,29.0
1188,Hà Nội,2010,6,30.9
1189,Bãi Cháy,2010,6,29.4
1190,Nam Định,2010,6,30.5
1191,Vinh,2010,6,31.7
1192,Huế,2010,6,29.4
1193,Đà Nẵng,2010,6,29.7
1194,Qui Nhơn,2010,6,30.2
1195,Pleiku,2010,6,23.3
1196,Đà Lạt,2010,6,19.5
1197,Nha Trang,2010,6,29.9
1198,Vũng Tàu,2010,6,28.8
1199,Cà Mau,2010,6,28.8
1200,Lai Châu,2009,6,27.0
1201,Sơn La,2009,6,25.6
1202,Tuyên Quang,2009,6,29.0
1203,Hà Nội,2009,6,30.3
1204,Bãi Cháy,2009,6,29.2
1205,Nam Định,2009,6,29.9
1206,Vinh,2009,6,31.5
1207,Huế,2009,6,29.2
1208,Đà Nẵng,2009,6,30.6
1209,Qui Nhơn,2009,6,30.9
1210,Pleiku,2009,6,23.3
1211,Đà Lạt,2009,6,19.5
1212,Nha Trang,2009,6,29.1
1213,Vũng Tàu,2009,6,28.9
1214,Cà Mau,2009,6,28.8
1215,Lai Châu,2008,6,26.0
1216,Sơn La,2008,6,24.6
1217,Tuyên Quang,2008,6,28.3
1218,Hà Nội,2008,6,28.6
1219,Bãi Cháy,2008,6,27.6
1220,Nam Định,2008,6,28.4
1221,Vinh,2008,6,30.2
1222,Huế,2008,6,28.6
1223,Đà Nẵng,2008,6,29.4
1224,Qui Nhơn,2008,6,29.9
1225,Pleiku,2008,6,23.4
1226,Đà Lạt,2008,6,19.4
1227,Nha Trang,2008,6,28.6
1228,Vũng Tàu,2008,6,28.7
1229,Cà Mau,2008,6,27.7
1230,Lai Châu,2007,6,27.0
1231,Sơn La,2007,6,25.8
1232,Tuyên Quang,2007,6,29.7
1233,Hà Nội,2007,6,30.2
1234,Bãi Cháy,2007,6,29.2
1235,Nam Định,2007,6,30.2
1236,Vinh,2007,6,31.2
1237,Huế,2007,6,29.2
1238,Đà Nẵng,2007,6,29.8
1239,Qui Nhơn,2007,6,29.7
1240,Pleiku,2007,6,24.0
1241,Đà Lạt,2007,6,19.4
1242,Nha Trang,2007,6,28.7
1243,Vũng Tàu,2007,6,29.0
1244,Cà Mau,2007,6,28.3
1245,Lai Châu,2006,6,25.8
1246,Sơn La,2006,6,25.8
1247,Tuyên Quang,2006,6,29.2
1248,Hà Nội,2006,6,30.2
1249,Bãi Cháy,2006,6,28.8
1250,Nam Định,2006,6,29.8
1251,Vinh,2006,6,31.0
1252,Huế,2006,6,30.1
1253,Đà Nẵng,2006,6,30.2
1254,Qui Nhơn,2006,6,30.4
1255,Pleiku,2006,6,24.1
1256,Đà Lạt,2006,6,19.3
1257,Nha Trang,2006,6,29.3
1258,Vũng Tàu,2006,6,28.7
1259,Cà Mau,2006,6,27.9
1260,Lai Châu,2019,7,23.6
1261,Sơn La,2019,7,25.9
1262,Tuyên Quang,2019,7,29.7
1263,Hà Nội,2019,7,31.4
1264,Bãi Cháy,2019,7,29.7
1265,Nam Định,2019,7,30.8
1266,Vinh,2019,7,31.8
1267,Huế,2019,7,29.9
1268,Đà Nẵng,2019,7,30.9
1269,Qui Nhơn,2019,7,31.4
1270,Pleiku,2019,7,23.3
1271,Đà Lạt,2019,7,19.5
1272,Nha Trang,2019,7,29.8
1273,Vũng Tàu,2019,7,28.3
1274,Cà Mau,2019,7,28.2
1275,Lai Châu,2018,7,24.0
1276,Sơn La,2018,7,25.5
1277,Tuyên Quang,2018,7,29.1
1278,Hà Nội,2018,7,30.1
1279,Bãi Cháy,2018,7,28.6
1280,Nam Định,2018,7,29.3
1281,Vinh,2018,7,29.2
1282,Huế,2018,7,28.4
1283,Đà Nẵng,2018,7,29.6
1284,Qui Nhơn,2018,7,31.3
1285,Pleiku,2018,7,22.5
1286,Đà Lạt,2018,7,19.2
1287,Nha Trang,2018,7,29.5
1288,Vũng Tàu,2018,7,28.1
1289,Cà Mau,2018,7,27.5
1290,Lai Châu,2017,7,22.6
1291,Sơn La,2017,7,25.2
1292,Tuyên Quang,2017,7,28.2
1293,Hà Nội,2017,7,29.4
1294,Bãi Cháy,2017,7,28.2
1295,Nam Định,2017,7,28.9
1296,Vinh,2017,7,29.3
1297,Huế,2017,7,28.1
1298,Đà Nẵng,2017,7,28.6
1299,Qui Nhơn,2017,7,30.0
1300,Pleiku,2017,7,22.8
1301,Đà Lạt,2017,7,19.0
1302,Nha Trang,2017,7,28.9
1303,Vũng Tàu,2017,7,27.9
1304,Cà Mau,2017,7,28.0
1305,Lai Châu,2016,7,23.6
1306,Sơn La,2016,7,25.6
1307,Tuyên Quang,2016,7,29.6
1308,Hà Nội,2016,7,30.7
1309,Bãi Cháy,2016,7,29.0
1310,Nam Định,2016,7,30.3
1311,Vinh,2016,7,31.1
1312,Huế,2016,7,29.2
1313,Đà Nẵng,2016,7,29.8
1314,Qui Nhơn,2016,7,30.0
1315,Pleiku,2016,7,23.6
1316,Đà Lạt,2016,7,19.4
1317,Nha Trang,2016,7,29.0
1318,Vũng Tàu,2016,7,28.9
1319,Cà Mau,2016,7,28.3
1320,Lai Châu,2015,7,23.6
1321,Sơn La,2015,7,25.4
1322,Tuyên Quang,2015,7,29.5
1323,Hà Nội,2015,7,30.4
1324,Bãi Cháy,2015,7,28.7
1325,Nam Định,2015,7,29.5
1326,Vinh,2015,7,29.7
1327,Huế,2015,7,28.2
1328,Đà Nẵng,2015,7,29.6
1329,Qui Nhơn,2015,7,30.3
1330,Pleiku,2015,7,23.1
1331,Đà Lạt,2015,7,19.4
1332,Nha Trang,2015,7,29.2
1333,Vũng Tàu,2015,7,28.8
1334,Cà Mau,2015,7,28.6
1335,Lai Châu,2014,7,23.5
1336,Sơn La,2014,7,25.5
1337,Tuyên Quang,2014,7,29.2
1338,Hà Nội,2014,7,29.5
1339,Bãi Cháy,2014,7,28.8
1340,Nam Định,2014,7,29.5
1341,Vinh,2014,7,30.4
1342,Huế,2014,7,29.0
1343,Đà Nẵng,2014,7,29.3
1344,Qui Nhơn,2014,7,30.6
1345,Pleiku,2014,7,22.6
1346,Đà Lạt,2014,7,18.9
1347,Nha Trang,2014,7,29.2
1348,Vũng Tàu,2014,7,28.0
1349,Cà Mau,2014,7,27.7
1350,Lai Châu,2013,7,23.0
1351,Sơn La,2013,7,24.6
1352,Tuyên Quang,2013,7,28.2
1353,Hà Nội,2013,7,28.8
1354,Bãi Cháy,2013,7,27.8
1355,Nam Định,2013,7,28.5
1356,Vinh,2013,7,29.1
1357,Huế,2013,7,27.9
1358,Đà Nẵng,2013,7,28.6
1359,Qui Nhơn,2013,7,29.3
1360,Pleiku,2013,7,23.0
1361,Đà Lạt,2013,7,19.2
1362,Nha Trang,2013,7,28.5
1363,Vũng Tàu,2013,7,28.1
1364,Cà Mau,2013,7,27.3
1365,Lai Châu,2012,7,23.0
1366,Sơn La,2012,7,25.4
1367,Tuyên Quang,2012,7,28.9
1368,Hà Nội,2012,7,29.6
1369,Bãi Cháy,2012,7,28.6
1370,Nam Định,2012,7,29.7
1371,Vinh,2012,7,30.5
1372,Huế,2012,7,28.9
1373,Đà Nẵng,2012,7,29.5
1374,Qui Nhơn,2012,7,30.0
1375,Pleiku,2012,7,22.7
1376,Đà Lạt,2012,7,19.0
1377,Nha Trang,2012,7,29.3
1378,Vũng Tàu,2012,7,27.9
1379,Cà Mau,2012,7,27.5
1380,Lai Châu,2011,7,27.4
1381,Sơn La,2011,7,25.5
1382,Tuyên Quang,2011,7,29.1
1383,Hà Nội,2011,7,29.9
1384,Bãi Cháy,2011,7,28.9
1385,Nam Định,2011,7,29.6
1386,Vinh,2011,7,29.7
1387,Huế,2011,7,29.0
1388,Đà Nẵng,2011,7,29.7
1389,Qui Nhơn,2011,7,30.4
1390,Pleiku,2011,7,22.3
1391,Đà Lạt,2011,7,18.9
1392,Nha Trang,2011,7,28.1
1393,Vũng Tàu,2011,7,27.8
1394,Cà Mau,2011,7,27.7
1395,Lai Châu,2010,7,27.2
1396,Sơn La,2010,7,26.1
1397,Tuyên Quang,2010,7,28.7
1398,Hà Nội,2010,7,30.7
1399,Bãi Cháy,2010,7,29.9
1400,Nam Định,2010,7,30.4
1401,Vinh,2010,7,30.9
1402,Huế,2010,7,28.8
1403,Đà Nẵng,2010,7,29.1
1404,Qui Nhơn,2010,7,29.6
1405,Pleiku,2010,7,22.4
1406,Đà Lạt,2010,7,18.9
1407,Nha Trang,2010,7,28.9
1408,Vũng Tàu,2010,7,27.7
1409,Cà Mau,2010,7,27.2
1410,Lai Châu,2009,7,27.5
1411,Sơn La,2009,7,25.5
1412,Tuyên Quang,2009,7,28.7
1413,Hà Nội,2009,7,29.6
1414,Bãi Cháy,2009,7,29.0
1415,Nam Định,2009,7,29.5
1416,Vinh,2009,7,30.2
1417,Huế,2009,7,28.5
1418,Đà Nẵng,2009,7,29.3
1419,Qui Nhơn,2009,7,30.2
1420,Pleiku,2009,7,22.4
1421,Đà Lạt,2009,7,18.9
1422,Nha Trang,2009,7,28.9
1423,Vũng Tàu,2009,7,27.7
1424,Cà Mau,2009,7,27.2
1425,Lai Châu,2008,7,26.6
1426,Sơn La,2008,7,24.6
1427,Tuyên Quang,2008,7,28.7
1428,Hà Nội,2008,7,29.4
1429,Bãi Cháy,2008,7,28.6
1430,Nam Định,2008,7,29.4
1431,Vinh,2008,7,30.5
1432,Huế,2008,7,28.9
1433,Đà Nẵng,2008,7,29.5
1434,Qui Nhơn,2008,7,30.1
1435,Pleiku,2008,7,22.8
1436,Đà Lạt,2008,7,19.1
1437,Nha Trang,2008,7,28.4
1438,Vũng Tàu,2008,7,28.3
1439,Cà Mau,2008,7,27.4
1440,Lai Châu,2007,7,26.3
1441,Sơn La,2007,7,25.1
1442,Tuyên Quang,2007,7,29.4
1443,Hà Nội,2007,7,30.4
1444,Bãi Cháy,2007,7,29.3
1445,Nam Định,2007,7,30.4
1446,Vinh,2007,7,31.1
1447,Huế,2007,7,29.2
1448,Đà Nẵng,2007,7,29.4
1449,Qui Nhơn,2007,7,29.7
1450,Pleiku,2007,7,22.6
1451,Đà Lạt,2007,7,18.8
1452,Nha Trang,2007,7,28.6
1453,Vũng Tàu,2007,7,28.2
1454,Cà Mau,2007,7,27.3
1455,Lai Châu,2006,7,26.2
1456,Sơn La,2006,7,25.4
1457,Tuyên Quang,2006,7,29.2
1458,Hà Nội,2006,7,30.0
1459,Bãi Cháy,2006,7,28.9
1460,Nam Định,2006,7,29.8
1461,Vinh,2006,7,30.3
1462,Huế,2006,7,29.8
1463,Đà Nẵng,2006,7,30.1
1464,Qui Nhơn,2006,7,30.3
1465,Pleiku,2006,7,22.1
1466,Đà Lạt,2006,7,18.7
1467,Nha Trang,2006,7,29.0
1468,Vũng Tàu,2006,7,28.1
1469,Cà Mau,2006,7,27.4
1470,Lai Châu,2019,8,24.6
1471,Sơn La,2019,8,25.6
1472,Tuyên Quang,2019,8,29.0
1473,Hà Nội,2019,8,29.9
1474,Bãi Cháy,2019,8,28.6
1475,Nam Định,2019,8,29.0
1476,Vinh,2019,8,29.6
1477,Huế,2019,8,29.6
1478,Đà Nẵng,2019,8,30.2
1479,Qui Nhơn,2019,8,31.5
1480,Pleiku,2019,8,22.8
1481,Đà Lạt,2019,8,19.3
1482,Nha Trang,2019,8,30.2
1483,Vũng Tàu,2019,8,28.2
1484,Cà Mau,2019,8,27.6
1485,Lai Châu,2018,8,23.9
1486,Sơn La,2018,8,25.0
1487,Tuyên Quang,2018,8,28.5
1488,Hà Nội,2018,8,29.1
1489,Bãi Cháy,2018,8,28.0
1490,Nam Định,2018,8,28.4
1491,Vinh,2018,8,29.3
1492,Huế,2018,8,28.7
1493,Đà Nẵng,2018,8,30.1
1494,Qui Nhơn,2018,8,30.6
1495,Pleiku,2018,8,22.3
1496,Đà Lạt,2018,8,18.6
1497,Nha Trang,2018,8,29.9
1498,Vũng Tàu,2018,8,28.1
1499,Cà Mau,2018,8,28.0
1500,Lai Châu,2017,8,23.4
1501,Sơn La,2017,8,25.1
1502,Tuyên Quang,2017,8,28.3
1503,Hà Nội,2017,8,29.5
1504,Bãi Cháy,2017,8,28.4
1505,Nam Định,2017,8,29.1
1506,Vinh,2017,8,29.9
