,Name,Year,Month,value
737,Cửa Ông,2015,8,251.0
738,Bãi Cháy,2015,8,212.0
739,Hòn Dấu,2015,8,202.0
740,Bạch Long Vĩ,2015,8,152.0
741,Sầm Sơn,2015,8,194.0
742,Hòn Ngư,2015,8,162.0
743,Cồn Cỏ,2015,8,68.0
744,Sơn Trà,2015,8,89.0
745,Quy Nhơn,2015,8,148.0
746,Phú Quý,2015,8,216.0
747,Trường Sa,2015,8,229.0
748,Vũng Tàu,2015,8,245.0
749,Côn Đảo,2015,8,240.0
750,Thổ Chu,2015,8,67.0
751,Phú Quốc,2015,8,77.0
752,Cô Tô,2014,8,195.0
753,Cửa Ông,2014,8,245.0
754,Bãi Cháy,2014,8,211.0
755,Hòn Dấu,2014,8,190.0
756,Bạch Long Vĩ,2014,8,152.0
757,Sầm Sơn,2014,8,195.0
758,Hòn Ngư,2014,8,156.0
759,Cồn Cỏ,2014,8,62.0
760,Sơn Trà,2014,8,84.0
761,Quy Nhơn,2014,8,143.0
762,Phú Quý,2014,8,226.0
763,Trường Sa,2014,8,241.0
764,Vũng Tàu,2014,8,247.0
765,Côn Đảo,2014,8,240.0
766,Thổ Chu,2014,8,73.0
767,Phú Quốc,2014,8,82.0
768,Cô Tô,2019,9,215.0
769,Cửa Ông,2019,9,259.0
770,Bãi Cháy,2019,9,221.0
771,Hòn Dấu,2019,9,208.0
772,Bạch Long Vĩ,2019,9,158.0
773,Sầm Sơn,2019,9,205.0
774,Hòn Ngư,2019,9,195.0
775,Cồn Cỏ,2019,9,82.0
776,Sơn Trà,2019,9,108.0
777,Quy Nhơn,2019,9,162.0
778,Phú Quý,2019,9,227.0
779,Trường Sa,2019,9,236.0
780,Vũng Tàu,2019,9,265.0
781,Côn Đảo,2019,9,249.0
782,Thổ Chu,2019,9,78.0
783,Phú Quốc,2019,9,95.0
784,Cô Tô,2018,9,219.0
785,Cửa Ông,2018,9,261.0
786,Bãi Cháy,2018,9,219.0
787,Hòn Dấu,2018,9,207.0
788,Bạch Long Vĩ,2018,9,156.0
789,Sầm Sơn,2018,9,206.0
790,Hòn Ngư,2018,9,182.0
791,Cồn Cỏ,2018,9,79.0
792,Sơn Trà,2018,9,103.0
793,Quy Nhơn,2018,9,158.0
794,Phú Quý,2018,9,226.0
795,Trường Sa,2018,9,242.0
796,Vũng Tàu,2018,9,260.0
797,Côn Đảo,2018,9,247.0
798,Thổ Chu,2018,9,74.0
799,Phú Quốc,2018,9,85.0
800,Cô Tô,2017,9,219.0
801,Cửa Ông,2017,9,264.0
802,Bãi Cháy,2017,9,225.0
803,Hòn Dấu,2017,9,212.0
804,Bạch Long Vĩ,2017,9,166.0
805,Sầm Sơn,2017,9,210.0
806,Hòn Ngư,2017,9,175.0
807,Cồn Cỏ,2017,9,82.0
808,Sơn Trà,2017,9,105.0
809,Quy Nhơn,2017,9,158.0
810,Phú Quý,2017,9,223.0
811,Trường Sa,2017,9,241.0
812,Vũng Tàu,2017,9,265.0
813,Côn Đảo,2017,9,248.0
814,Thổ Chu,2017,9,76.0
815,Phú Quốc,2017,9,91.0
816,Cô Tô,2016,9,217.0
817,Cửa Ông,2016,9,258.0
818,Bãi Cháy,2016,9,223.0
819,Hòn Dấu,2016,9,207.0
820,Bạch Long Vĩ,2016,9,158.0
821,Sầm Sơn,2016,9,202.0
822,Hòn Ngư,2016,9,180.0
823,Cồn Cỏ,2016,9,83.0
824,Sơn Trà,2016,9,108.0
825,Quy Nhơn,2016,9,160.0
826,Phú Quý,2016,9,223.0
827,Trường Sa,2016,9,238.0
828,Vũng Tàu,2016,9,262.0
832,Cô Tô,2015,9,218.0
833,Cửa Ông,2015,9,259.0
834,Bãi Cháy,2015,9,224.0
835,Hòn Dấu,2015,9,211.0
836,Bạch Long Vĩ,2015,9,161.0
837,Sầm Sơn,2015,9,199.0
838,Hòn Ngư,2015,9,181.0
839,Cồn Cỏ,2015,9,81.0
840,Sơn Trà,2015,9,102.0
841,Quy Nhơn,2015,9,158.0
842,Phú Quý,2015,9,213.0
843,Trường Sa,2015,9,239.0
844,Vũng Tàu,2015,9,256.0
845,Côn Đảo,2015,9,245.0
846,Thổ Chu,2015,9,72.0
847,Phú Quốc,2015,9,89.0
848,Cô Tô,2014,9,207.0
849,Cửa Ông,2014,9,255.0
850,Bãi Cháy,2014,9,218.0
851,Hòn Dấu,2014,9,206.0
852,Bạch Long Vĩ,2014,9,154.0
853,Sầm Sơn,2014,9,204.0
854,Hòn Ngư,2014,9,172.0
855,Cồn Cỏ,2014,9,73.0
856,Sơn Trà,2014,9,98.0
857,Quy Nhơn,2014,9,154.0
858,Phú Quý,2014,9,221.0
859,Trường Sa,2014,9,243.0
860,Vũng Tàu,2014,9,252.0
861,Côn Đảo,2014,9,245.0
862,Thổ Chu,2014,9,77.0
863,Phú Quốc,2014,9,87.0
864,Cô Tô,2019,10,226.0
865,Cửa Ông,2019,10,262.0
866,Bãi Cháy,2019,10,227.0
867,Hòn Dấu,2019,10,214.0
868,Bạch Long Vĩ,2019,10,158.0
869,Sầm Sơn,2019,10,211.0
870,Hòn Ngư,2019,10,182.0
871,Cồn Cỏ,2019,10,94.0
872,Sơn Trà,2019,10,114.0
873,Quy Nhơn,2019,10,167.0
874,Phú Quý,2019,10,224.0
875,Trường Sa,2019,10,243.0
876,Vũng Tàu,2019,10,282.0
877,Côn Đảo,2019,10,263.0
878,Thổ Chu,2019,10,91.0
879,Phú Quốc,2019,10,106.0
880,Cô Tô,2018,10,228.0
881,Cửa Ông,2018,10,271.0
882,Bãi Cháy,2018,10,229.0
883,Hòn Dấu,2018,10,218.0
884,Bạch Long Vĩ,2018,10,168.0
885,Sầm Sơn,2018,10,209.0
886,Hòn Ngư,2018,10,191.0
887,Cồn Cỏ,2018,10,94.0
888,Sơn Trà,2018,10,115.0
889,Quy Nhơn,2018,10,169.0
890,Phú Quý,2018,10,226.0
891,Trường Sa,2018,10,242.0
892,Vũng Tàu,2018,10,286.0
893,Côn Đảo,2018,10,268.0
894,Thổ Chu,2018,10,93.0
895,Phú Quốc,2018,10,107.0
896,Cô Tô,2017,10,228.0
897,Cửa Ông,2017,10,280.0
898,Bãi Cháy,2017,10,240.0
899,Hòn Dấu,2017,10,231.0
900,Bạch Long Vĩ,2017,10,171.0
901,Sầm Sơn,2017,10,214.0
902,Hòn Ngư,2017,10,202.0
903,Cồn Cỏ,2017,10,109.0
904,Sơn Trà,2017,10,134.0
905,Quy Nhơn,2017,10,180.0
906,Phú Quý,2017,10,234.0
907,Trường Sa,2017,10,237.0
908,Vũng Tàu,2017,10,290.0
909,Côn Đảo,2017,10,270.0
910,Thổ Chu,2017,10,92.0
911,Phú Quốc,2017,10,105.0
912,Cô Tô,2016,10,218.0
913,Cửa Ông,2016,10,262.0
914,Bãi Cháy,2016,10,224.0
915,Hòn Dấu,2016,10,214.0
916,Bạch Long Vĩ,2016,10,163.0
917,Sầm Sơn,2016,10,206.0
918,Hòn Ngư,2016,10,186.0
919,Cồn Cỏ,2016,10,92.0
920,Sơn Trà,2016,10,117.0
921,Quy Nhơn,2016,10,170.0
922,Phú Quý,2016,10,221.0
923,Trường Sa,2016,10,239.0
924,Vũng Tàu,2016,10,276.0
928,Cô Tô,2015,10,221.0
929,Cửa Ông,2015,10,262.0
930,Bãi Cháy,2015,10,224.0
931,Hòn Dấu,2015,10,210.0
932,Bạch Long Vĩ,2015,10,158.0
933,Sầm Sơn,2015,10,207.0
934,Hòn Ngư,2015,10,188.0
935,Cồn Cỏ,2015,10,89.0
936,Sơn Trà,2015,10,111.0
937,Quy Nhơn,2015,10,165.0
938,Phú Quý,2015,10,224.0
939,Trường Sa,2015,10,240.0
940,Vũng Tàu,2015,10,278.0
941,Côn Đảo,2015,10,263.0
942,Thổ Chu,2015,10,86.0
943,Phú Quốc,2015,10,108.0
944,Cô Tô,2014,10,216.0
945,Cửa Ông,2014,10,272.0
946,Bãi Cháy,2014,10,233.0
947,Hòn Dấu,2014,10,224.0
948,Bạch Long Vĩ,2014,10,171.0
949,Sầm Sơn,2014,10,209.0
950,Hòn Ngư,2014,10,197.0
951,Cồn Cỏ,2014,10,100.0
952,Sơn Trà,2014,10,122.0
953,Quy Nhơn,2014,10,172.0
954,Phú Quý,2014,10,225.0
955,Trường Sa,2014,10,242.0
956,Vũng Tàu,2014,10,278.0
957,Côn Đảo,2014,10,268.0
958,Thổ Chu,2014,10,92.0
959,Phú Quốc,2014,10,102.0
960,Cô Tô,2019,11,223.0
961,Cửa Ông,2019,11,266.0
962,Bãi Cháy,2019,11,228.0
963,Hòn Dấu,2019,11,215.0
964,Bạch Long Vĩ,2019,11,167.0
965,Sầm Sơn,2019,11,208.0
966,Hòn Ngư,2019,11,176.0
967,Cồn Cỏ,2019,11,106.0
968,Sơn Trà,2019,11,126.0
969,Quy Nhơn,2019,11,179.0
970,Phú Quý,2019,11,230.0
971,Trường Sa,2019,11,242.0
972,Vũng Tàu,2019,11,289.0
973,Côn Đảo,2019,11,272.0
974,Thổ Chu,2019,11,103.0
975,Phú Quốc,2019,11,114.0
976,Cô Tô,2018,11,219.0
977,Cửa Ông,2018,11,264.0
978,Bãi Cháy,2018,11,228.0
979,Hòn Dấu,2018,11,214.0
980,Bạch Long Vĩ,2018,11,164.0
981,Sầm Sơn,2018,11,210.0
982,Hòn Ngư,2018,11,182.0
983,Cồn Cỏ,2018,11,96.0
984,Sơn Trà,2018,11,114.0
985,Quy Nhơn,2018,11,171.0
986,Phú Quý,2018,11,230.0
987,Trường Sa,2018,11,241.0
988,Vũng Tàu,2018,11,289.0
989,Côn Đảo,2018,11,271.0
990,Thổ Chu,2018,11,103.0
991,Phú Quốc,2018,11,110.0
992,Cô Tô,2017,11,224.0
993,Cửa Ông,2017,11,266.0
994,Bãi Cháy,2017,11,226.0
995,Hòn Dấu,2017,11,216.0
996,Bạch Long Vĩ,2017,11,165.0
997,Sầm Sơn,2017,11,207.0
998,Hòn Ngư,2017,11,186.0
999,Cồn Cỏ,2017,11,109.0
1000,Sơn Trà,2017,11,135.0
1001,Quy Nhơn,2017,11,190.0
1002,Phú Quý,2017,11,234.0
1003,Trường Sa,2017,11,243.0
1004,Vũng Tàu,2017,11,297.0
1005,Côn Đảo,2017,11,276.0
1006,Thổ Chu,2017,11,103.0
1007,Phú Quốc,2017,11,116.0
1008,Cô Tô,2016,11,219.0
1009,Cửa Ông,2016,11,266.0
1010,Bãi Cháy,2016,11,229.0
1011,Hòn Dấu,2016,11,218.0
1012,Bạch Long Vĩ,2016,11,164.0
1013,Sầm Sơn,2016,11,205.0
1014,Hòn Ngư,2016,11,194.0
1015,Cồn Cỏ,2016,11,106.0
1016,Sơn Trà,2016,11,129.0
1017,Quy Nhơn,2016,11,180.0
1018,Phú Quý,2016,11,229.0
1019,Trường Sa,2016,11,239.0
1020,Vũng Tàu,2016,11,293.0
1024,Cô Tô,2015,11,218.0
1025,Cửa Ông,2015,11,264.0
1026,Bãi Cháy,2015,11,227.0
1027,Hòn Dấu,2015,11,213.0
1028,Bạch Long Vĩ,2015,11,160.0
1029,Sầm Sơn,2015,11,208.0
1030,Hòn Ngư,2015,11,192.0
1031,Cồn Cỏ,2015,11,97.0
1032,Sơn Trà,2015,11,111.0
1033,Quy Nhơn,2015,11,168.0
1034,Phú Quý,2015,11,223.0
1035,Trường Sa,2015,11,238.0
1036,Vũng Tàu,2015,11,284.0
1037,Côn Đảo,2015,11,267.0
1038,Thổ Chu,2015,11,93.0
1039,Phú Quốc,2015,11,116.0
1040,Cô Tô,2014,11,220.0
1041,Cửa Ông,2014,11,262.0
1042,Bãi Cháy,2014,11,225.0
1043,Hòn Dấu,2014,11,215.0
1044,Bạch Long Vĩ,2014,11,169.0
1045,Sầm Sơn,2014,11,206.0
1046,Hòn Ngư,2014,11,189.0
1047,Cồn Cỏ,2014,11,99.0
1048,Sơn Trà,2014,11,119.0
1049,Quy Nhơn,2014,11,173.0
1050,Phú Quý,2014,11,225.0
1051,Trường Sa,2014,11,243.0
1052,Vũng Tàu,2014,11,285.0
1053,Côn Đảo,2014,11,270.0
1054,Thổ Chu,2014,11,98.0
1055,Phú Quốc,2014,11,110.0
1056,Cô Tô,2019,12,211.0
1057,Cửa Ông,2019,12,252.0
1058,Bãi Cháy,2019,12,215.0
1059,Hòn Dấu,2019,12,201.0
1060,Bạch Long Vĩ,2019,12,158.0
1061,Sầm Sơn,2019,12,201.0
1062,Hòn Ngư,2019,12,154.0
1063,Cồn Cỏ,2019,12,92.0
1064,Sơn Trà,2019,12,110.0
1065,Quy Nhơn,2019,12,166.0
1066,Phú Quý,2019,12,223.0
1067,Trường Sa,2019,12,243.0
1068,Vũng Tàu,2019,12,286.0
1069,Côn Đảo,2019,12,268.0
1070,Thổ Chu,2019,12,103.0
1071,Phú Quốc,2019,12,113.0
1072,Cô Tô,2018,12,215.0
1073,Cửa Ông,2018,12,260.0
1074,Bãi Cháy,2018,12,221.0
1075,Hòn Dấu,2018,12,210.0
1076,Bạch Long Vĩ,2018,12,155.0
1077,Sầm Sơn,2018,12,202.0
1078,Hòn Ngư,2018,12,178.0
1079,Cồn Cỏ,2018,12,97.0
1080,Sơn Trà,2018,12,123.0
1081,Quy Nhơn,2018,12,175.0
1082,Phú Quý,2018,12,230.0
1083,Trường Sa,2018,12,240.0
1084,Vũng Tàu,2018,12,291.0
1085,Côn Đảo,2018,12,271.0
1086,Thổ Chu,2018,12,104.0
1087,Phú Quốc,2018,12,112.0
1088,Cô Tô,2017,12,212.0
1089,Cửa Ông,2017,12,254.0
1090,Bãi Cháy,2017,12,219.0
1091,Hòn Dấu,2017,12,204.0
1092,Bạch Long Vĩ,2017,12,158.0
1093,Sầm Sơn,2017,12,199.0
1094,Hòn Ngư,2017,12,173.0
1095,Cồn Cỏ,2017,12,104.0
1096,Sơn Trà,2017,12,121.0
1097,Quy Nhơn,2017,12,178.0
1098,Phú Quý,2017,12,234.0
1099,Trường Sa,2017,12,240.0
1100,Vũng Tàu,2017,12,299.0
1101,Côn Đảo,2017,12,242.0
1102,Thổ Chu,2017,12,106.0
1103,Phú Quốc,2017,12,118.0
1104,Cô Tô,2016,12,216.0
1105,Cửa Ông,2016,12,261.0
1106,Bãi Cháy,2016,12,222.0
1107,Hòn Dấu,2016,12,213.0
1108,Bạch Long Vĩ,2016,12,155.0
1109,Sầm Sơn,2016,12,197.0
1110,Hòn Ngư,2016,12,182.0
1111,Cồn Cỏ,2016,12,113.0
1112,Sơn Trà,2016,12,130.0
1113,Quy Nhơn,2016,12,187.0
1114,Phú Quý,2016,12,231.0
1115,Trường Sa,2016,12,238.0
1116,Vũng Tàu,2016,12,296.0
1120,Cô Tô,2015,12,210.0
1121,Cửa Ông,2015,12,255.0
1122,Bãi Cháy,2015,12,217.0
1123,Hòn Dấu,2015,12,204.0
1124,Bạch Long Vĩ,2015,12,156.0
1125,Sầm Sơn,2015,12,199.0
1126,Hòn Ngư,2015,12,188.0
1127,Cồn Cỏ,2015,12,97.0
1128,Sơn Trà,2015,12,114.0
1129,Quy Nhơn,2015,12,171.0
1130,Phú Quý,2015,12,229.0
1131,Trường Sa,2015,12,238.0
1132,Vũng Tàu,2015,12,289.0
1133,Côn Đảo,2015,12,272.0
1134,Thổ Chu,2015,12,103.0
1135,Phú Quốc,2015,12,123.0
1136,Cô Tô,2014,12,211.0
1137,Cửa Ông,2014,12,250.0
1138,Bãi Cháy,2014,12,216.0
1139,Hòn Dấu,2014,12,207.0
1140,Bạch Long Vĩ,2014,12,152.0
1141,Sầm Sơn,2014,12,197.0
1142,Hòn Ngư,2014,12,182.0
1143,Cồn Cỏ,2014,12,101.0
1144,Sơn Trà,2014,12,122.0
1145,Quy Nhơn,2014,12,179.0
1146,Phú Quý,2014,12,230.0
1147,Trường Sa,2014,12,238.0
1148,Vũng Tàu,2014,12,292.0
1149,Côn Đảo,2014,12,277.0
1150,Thổ Chu,2014,12,110.0
1151,Phú Quốc,2014,12,115.0
